,Club,Position,Player_Name,DOB,Nation,Contract_Expiry,Value,League
228,Torino FC,Defender,Alessandro Buongiorno,"Jun 6, 1999 (20)",Italy,30.06.2022,£450k,Serie A
229,Torino FC,Defender,Wilfried Stephane Singo,"Dec 25, 2000 (18)",Cote d'Ivoire,30.06.2022,£113k,Serie A
230,Torino FC,Defender,Cristian Ansaldi,"Sep 20, 1986 (32)",Argentina,30.06.2021,£4.50m,Serie A
231,Torino FC,Defender,Ola Aina,"Oct 8, 1996 (22)",Nigeria,30.06.2023,£9.00m,Serie A
232,Torino FC,Defender,Lorenzo De Silvestri,"May 23, 1988 (31)",Italy,30.06.2020,£3.60m,Serie A
233,Torino FC,Midfielder,Tomás Rincón,"Jan 13, 1988 (31)",Venezuela,30.06.2021,£7.20m,Serie A
234,Torino FC,Midfielder,Soualiho Meïté,"Mar 17, 1994 (25)",France,30.06.2023,£11.70m,Serie A
235,Torino FC,Midfielder,Daniele Baselli,"Mar 12, 1992 (27)",Italy,30.06.2022,£9.00m,Serie A
236,Torino FC,Midfielder,Sasa Lukic,"Aug 13, 1996 (23)",Serbia,30.06.2023,£3.60m,Serie A
237,Torino FC,Midfielder,Diego Laxalt,"Feb 7, 1993 (26)",Uruguay,30.06.2020,£10.80m,Serie A
238,Torino FC,Forward,Álex Berenguer,"Jul 4, 1995 (24)",Spain,30.06.2022,£5.40m,Serie A
239,Torino FC,Forward,Simone Verdi,"Jul 12, 1992 (27)",Italy,30.06.2024,£20.70m,Serie A
240,Torino FC,Forward,Iago Falque,"Jan 4, 1990 (29)",Spain,30.06.2022,£15.75m,Serie A
241,Torino FC,Forward,Vittorio Parigini,"Mar 25, 1996 (23)",Italy,30.06.2020,£1.80m,Serie A
242,Torino FC,Forward,Simone Edera,"Jan 9, 1997 (22)",Italy,30.06.2023,£900k,Serie A
243,Torino FC,Forward,Vincenzo Millico,"Aug 12, 2000 (19)",Italy,30.06.2023,£900k,Serie A
244,Torino FC,Forward,Andrea Belotti,"Dec 20, 1993 (25)",Italy,30.06.2022,£31.50m,Serie A
245,Torino FC,Forward,Simone Zaza,"Jun 25, 1991 (28)",Italy,30.06.2023,£9.00m,Serie A
246,Torino FC,Forward,Nicola Rauti,"Apr 17, 2000 (19)",Italy,-,£360k,Serie A
247,Cagliari Calcio,Goalkeeper,Alessio Cragno,"Jun 28, 1994 (25)",Italy,30.06.2024,£18.00m,Serie A
248,Cagliari Calcio,Goalkeeper,Robin Olsen,"Jan 8, 1990 (29)",Sweden,30.06.2020,£6.75m,Serie A
249,Cagliari Calcio,Goalkeeper,Rafael,"Mar 3, 1982 (37)",Brazil,30.06.2020,£180k,Serie A
250,Cagliari Calcio,Goalkeeper,Simone Aresti,"Mar 15, 1986 (33)",Italy,30.06.2020,£180k,Serie A
251,Cagliari Calcio,Goalkeeper,Giuseppe Ciocci,"Jan 24, 2002 (17)",Italy,-,-,Serie A
252,Cagliari Calcio,Defender,Sebastian Walukiewicz,"Apr 5, 2000 (19)",Poland,30.06.2023,£3.60m,Serie A
253,Cagliari Calcio,Defender,Luca Ceppitelli,"Aug 11, 1989 (30)",Italy,30.06.2021,£2.25m,Serie A
254,Cagliari Calcio,Defender,Ragnar Klavan,"Oct 30, 1985 (33)",Estonia,30.06.2020,£1.35m,Serie A
255,Cagliari Calcio,Defender,Fabio Pisacane,"Jan 28, 1986 (33)",Italy,30.06.2021,£630k,Serie A
256,Cagliari Calcio,Defender,Luca Pellegrini,"Mar 7, 1999 (20)",Italy,30.06.2020,£4.50m,Serie A
257,Cagliari Calcio,Defender,Charalampos Lykogiannis,"Oct 22, 1993 (25)",Greece,30.06.2022,£1.35m,Serie A
258,Cagliari Calcio,Defender,Federico Mattiello,"Jul 14, 1995 (24)",Italy,30.06.2020,£2.25m,Serie A
259,Cagliari Calcio,Defender,Fabrizio Cacciatore,"Oct 8, 1986 (32)",Italy,30.06.2020,£720k,Serie A
260,Cagliari Calcio,Defender,Simone Pinna,"Oct 17, 1997 (21)",Italy,30.06.2022,£158k,Serie A
261,Cagliari Calcio,Midfielder,Christian Oliva,"Jun 1, 1996 (23)",Uruguay,30.06.2023,£4.50m,Serie A
262,Cagliari Calcio,Midfielder,Luca Cigarini,"Jun 20, 1986 (33)",Italy,30.06.2020,£720k,Serie A
263,Cagliari Calcio,Midfielder,Radja Nainggolan,"May 4, 1988 (31)",Belgium,30.06.2020,£25.20m,Serie A
264,Cagliari Calcio,Midfielder,Nahitan Nández,"Dec 28, 1995 (23)",Uruguay,30.06.2024,£16.20m,Serie A
265,Cagliari Calcio,Midfielder,Marko Rog,"Jul 19, 1995 (24)",Croatia,30.06.2024,£5.40m,Serie A
266,Cagliari Calcio,Midfielder,Lucas Castro,"Apr 9, 1989 (30)",Argentina,30.06.2021,£5.40m,Serie A
267,Cagliari Calcio,Midfielder,Paolo Faragò,"Feb 12, 1993 (26)",Italy,30.06.2022,£4.50m,Serie A
268,Cagliari Calcio,Midfielder,Artur Ionita,"Aug 17, 1990 (29)",Moldova,30.06.2021,£4.05m,Serie A
269,Cagliari Calcio,Midfielder,Alessandro Deiola,"Aug 1, 1995 (24)",Italy,30.06.2022,£1.08m,Serie A
270,Cagliari Calcio,Midfielder,João Pedro,"Mar 9, 1992 (27)",Brazil,30.06.2022,£7.20m,Serie A
271,Cagliari Calcio,Midfielder,Valter Birsa,"Aug 7, 1986 (33)",Slovenia,30.06.2020,£1.80m,Serie A
272,Cagliari Calcio,Forward,Daniele Ragatzu,"Sep 21, 1991 (27)",Italy,30.06.2021,£360k,Serie A
273,Cagliari Calcio,Forward,Giovanni Simeone,"Jul 5, 1995 (24)",Argentina,30.06.2020,£18.00m,Serie A
274,Cagliari Calcio,Forward,Leonardo Pavoletti,"Nov 26, 1988 (30)",Italy,30.06.2022,£10.80m,Serie A
275,Cagliari Calcio,Forward,Alberto Cerri,"Apr 16, 1996 (23)",Italy,30.06.2023,£5.40m,Serie A
276,US Sassuolo,Goalkeeper,Andrea Consigli,"Jan 27, 1987 (32)",Italy,30.06.2022,£3.60m,Serie A
277,US Sassuolo,Goalkeeper,Gianluca Pegolo,"Mar 25, 1981 (38)",Italy,30.06.2020,£135k,Serie A
278,US Sassuolo,Goalkeeper,Alessandro Russo,"Mar 31, 2001 (18)",Italy,-,-,Serie A
279,US Sassuolo,Defender,Gian Marco Ferrari,"May 15, 1992 (27)",Italy,30.06.2023,£12.60m,Serie A
280,US Sassuolo,Defender,Marlon,"Sep 7, 1995 (24)",Brazil,30.06.2023,£9.00m,Serie A
281,US Sassuolo,Defender,Filippo Romagna,"May 26, 1997 (22)",Italy,30.06.2020,£5.40m,Serie A
282,US Sassuolo,Defender,Vlad Chiriches,"Nov 14, 1989 (29)",Romania,30.06.2020,£4.05m,Serie A
283,US Sassuolo,Defender,Rogério,"Jan 13, 1998 (21)",Brazil,-,£9.00m,Serie A
284,US Sassuolo,Defender,Georgios Kyriakopoulos,"Feb 5, 1996 (23)",Greece,30.06.2020,£540k,Serie A
285,US Sassuolo,Defender,Federico Peluso,"Jan 20, 1984 (35)",Italy,30.06.2021,£450k,Serie A
286,US Sassuolo,Defender,Alessandro Tripaldelli,"Feb 9, 1999 (20)",Italy,30.06.2022,£450k,Serie A
287,US Sassuolo,Defender,Mert Müldür,"Apr 3, 1999 (20)",Turkey,30.06.2024,£2.70m,Serie A
288,US Sassuolo,Defender,Jeremy Toljan,"Aug 8, 1994 (25)",Germany,30.06.2020,£2.70m,Serie A
289,US Sassuolo,Midfielder,Francesco Magnanelli,"Nov 12, 1984 (34)",Italy,30.06.2021,£720k,Serie A
290,US Sassuolo,Midfielder,Alfred Duncan,"Mar 10, 1993 (26)",Ghana,30.06.2022,£15.30m,Serie A
291,US Sassuolo,Midfielder,Manuel Locatelli,"Jan 8, 1998 (21)",Italy,30.06.2023,£10.80m,Serie A
292,US Sassuolo,Midfielder,Pedro Obiang,"Mar 27, 1992 (27)",Equatorial Guinea,-,£6.30m,Serie A
293,US Sassuolo,Midfielder,Mehdi Bourabia,"Aug 7, 1991 (28)",Morocco,30.06.2021,£3.60m,Serie A
294,US Sassuolo,Midfielder,Luca Mazzitelli,"Nov 15, 1995 (23)",Italy,30.06.2022,£3.15m,Serie A
295,US Sassuolo,Midfielder,Hamed Junior Traorè,"Feb 16, 2000 (19)",Cote d'Ivoire,30.06.2021,£12.60m,Serie A
296,US Sassuolo,Midfielder,Filip Djuricic,"Jan 30, 1992 (27)",Serbia,30.06.2022,£1.35m,Serie A
297,US Sassuolo,Forward,Jeremie Boga,"Jan 3, 1997 (22)",Cote d'Ivoire,30.06.2022,£5.40m,Serie A
298,US Sassuolo,Forward,Domenico Berardi,"Aug 1, 1994 (25)",Italy,30.06.2023,£18.00m,Serie A
299,US Sassuolo,Forward,Grégoire Defrel,"Jun 17, 1991 (28)",Martinique,30.06.2020,£10.80m,Serie A
300,US Sassuolo,Forward,Francesco Caputo,"Aug 6, 1987 (32)",Italy,30.06.2022,£3.60m,Serie A
301,US Sassuolo,Forward,Giacomo Raspadori,"Feb 18, 2000 (19)",Italy,30.06.2022,£450k,Serie A
302,UC Sampdoria,Goalkeeper,Emil Audero,"Jan 18, 1997 (22)",Italy,-,£13.50m,Serie A
303,UC Sampdoria,Goalkeeper,Andrea Seculin,"Jul 14, 1990 (29)",Italy,30.06.2020,£270k,Serie A
304,UC Sampdoria,Goalkeeper,Wladimiro Falcone,"Apr 12, 1995 (24)",Italy,30.06.2020,£158k,Serie A
305,UC Sampdoria,Defender,Jeison Murillo,"May 27, 1992 (27)",Colombia,30.06.2023,£9.00m,Serie A
306,UC Sampdoria,Defender,Omar Colley,"Oct 24, 1992 (26)",The Gambia,30.06.2022,£7.20m,Serie A
307,UC Sampdoria,Defender,Julian Chabot,"Feb 12, 1998 (21)",Germany,30.06.2024,£3.15m,Serie A
308,UC Sampdoria,Defender,Alex Ferrari,"Jul 1, 1994 (25)",Italy,-,£1.35m,Serie A
309,UC Sampdoria,Defender,Vasco Regini,"Sep 9, 1990 (29)",Italy,30.06.2021,£1.26m,Serie A
310,UC Sampdoria,Defender,Nicola Murru,"Dec 16, 1994 (24)",Italy,30.06.2022,£6.30m,Serie A
311,UC Sampdoria,Defender,Tommaso Augello,"Aug 30, 1994 (25)",Italy,30.06.2020,£900k,Serie A
312,UC Sampdoria,Defender,Bartosz Bereszynski,"Jul 12, 1992 (27)",Poland,30.06.2023,£9.00m,Serie A
313,UC Sampdoria,Defender,Fabio Depaoli,"Apr 24, 1997 (22)",Italy,30.06.2024,£4.50m,Serie A
314,UC Sampdoria,Midfielder,Albin Ekdal,"Jul 28, 1989 (30)",Sweden,30.06.2021,£4.50m,Serie A
315,UC Sampdoria,Midfielder,Karol Linetty,"Feb 2, 1995 (24)",Poland,30.06.2021,£13.50m,Serie A
316,UC Sampdoria,Midfielder,Jakub Jankto,"Jan 19, 1996 (23)",Czech Republic,30.06.2023,£10.80m,Serie A
317,UC Sampdoria,Midfielder,Ronaldo Vieira,"Jul 19, 1998 (21)",England,30.06.2023,£4.50m,Serie A
318,UC Sampdoria,Midfielder,Morten Thorsby,"May 5, 1996 (23)",Norway,30.06.2023,£2.25m,Serie A
319,UC Sampdoria,Midfielder,Mehdi Léris,"May 23, 1998 (21)",France,30.06.2024,£2.25m,Serie A
320,UC Sampdoria,Midfielder,Édgar Barreto,"Jul 15, 1984 (35)",Paraguay,30.06.2020,£900k,Serie A
321,UC Sampdoria,Midfielder,Gastón Ramírez,"Dec 2, 1990 (28)",Uruguay,30.06.2021,£9.00m,Serie A
322,UC Sampdoria,Midfielder,Gonzalo Maroni,"Mar 18, 1999 (20)",Argentina,30.06.2020,£4.50m,Serie A
323,UC Sampdoria,Forward,Emiliano Rigoni,"Feb 4, 1993 (26)",Argentina,30.06.2020,£7.20m,Serie A
324,UC Sampdoria,Forward,Gianluca Caprari,"Jul 30, 1993 (26)",Italy,30.06.2022,£9.00m,Serie A
325,UC Sampdoria,Forward,Manolo Gabbiadini,"Nov 26, 1991 (27)",Italy,30.06.2023,£10.80m,Serie A
326,UC Sampdoria,Forward,Fabio Quagliarella,"Jan 31, 1983 (36)",Italy,30.06.2020,£2.25m,Serie A
327,UC Sampdoria,Forward,Federico Bonazzoli,"May 21, 1997 (22)",Italy,30.06.2021,£1.35m,Serie A
328,Udinese Calcio,Goalkeeper,Juan Musso,"May 6, 1994 (25)",Argentina,30.06.2023,£9.00m,Serie A
329,Udinese Calcio,Goalkeeper,Nícolas,"Apr 12, 1988 (31)",Brazil,30.06.2021,£630k,Serie A
330,Udinese Calcio,Goalkeeper,Samuele Perisan,"Aug 21, 1997 (22)",Italy,30.06.2020,£135k,Serie A
331,Udinese Calcio,Defender,Rodrigo Becão,"Jan 19, 1996 (23)",Brazil,30.06.2024,£6.30m,Serie A
332,Udinese Calcio,Defender,Samir,"Dec 5, 1994 (24)",Brazil,30.06.2023,£5.40m,Serie A
333,Udinese Calcio,Defender,William Troost-Ekong,"Sep 1, 1993 (26)",Nigeria,30.06.2022,£3.60m,Serie A
334,Udinese Calcio,Defender,Bram Nuytinck,"May 4, 1990 (29)",Netherlands,30.06.2021,£3.15m,Serie A
335,Udinese Calcio,Defender,Nicholas Opoku,"Nov 8, 1997 (21)",Ghana,30.06.2022,£900k,Serie A
336,Udinese Calcio,Defender,Sebastien De Maio,"Mar 5, 1987 (32)",France,30.06.2022,£900k,Serie A
337,Udinese Calcio,Defender,Francisco Sierralta,"May 6, 1997 (22)",Chile,30.06.2022,£360k,Serie A
338,Udinese Calcio,Defender,Jens Stryger Larsen,"Feb 21, 1991 (28)",Denmark,30.06.2022,£3.60m,Serie A
339,Udinese Calcio,Defender,Hidde ter Avest,"May 20, 1997 (22)",Netherlands,30.06.2022,£1.80m,Serie A
340,Udinese Calcio,Midfielder,Rolando Mandragora,"Jun 29, 1997 (22)",Italy,30.06.2023,£13.50m,Serie A
341,Udinese Calcio,Midfielder,Walace,"Apr 4, 1995 (24)",Brazil,30.06.2024,£7.65m,Serie A
342,Udinese Calcio,Midfielder,Mato Jajalo,"May 25, 1988 (31)",Bosnia-Herzegovina,30.06.2022,£900k,Serie A
343,Udinese Calcio,Midfielder,Rodrigo de Paul,"May 24, 1994 (25)",Argentina,30.06.2023,£22.50m,Serie A
344,Udinese Calcio,Midfielder,Seko Fofana,"May 7, 1995 (24)",Cote d'Ivoire,30.06.2022,£11.70m,Serie A
345,Udinese Calcio,Midfielder,Antonin Barak,"Dec 3, 1994 (24)",Czech Republic,30.06.2022,£10.80m,Serie A
346,Udinese Calcio,Midfielder,Ken Sema,"Sep 30, 1993 (25)",Sweden,30.06.2020,£3.15m,Serie A
347,Udinese Calcio,Forward,Ignacio Pussetto,"Dec 21, 1995 (23)",Argentina,30.06.2023,£9.00m,Serie A
348,Udinese Calcio,Forward,Kevin Lasagna,"Aug 10, 1992 (27)",Italy,30.06.2023,£6.75m,Serie A
349,Udinese Calcio,Forward,Stefano Okaka,"Aug 9, 1989 (30)",Italy,30.06.2022,£4.50m,Serie A
350,Udinese Calcio,Forward,Ilija Nestorovski,"Mar 12, 1990 (29)",North Macedonia,30.06.2022,£3.60m,Serie A
351,Udinese Calcio,Forward,Lukasz Teodorczyk,"Jun 3, 1991 (28)",Poland,30.06.2022,£2.70m,Serie A
352,Udinese Calcio,Forward,Emanuele Rovini,"Feb 20, 1995 (24)",Italy,30.06.2020,£225k,Serie A
353,Genoa CFC,Goalkeeper,Ionut Radu,"May 28, 1997 (22)",Romania,30.06.2020,£13.50m,Serie A
354,Genoa CFC,Goalkeeper,Jandrei,"Mar 1, 1993 (26)",Brazil,-,£1.80m,Serie A
355,Genoa CFC,Goalkeeper,Federico Marchetti,"Feb 7, 1983 (36)",Italy,30.06.2020,£270k,Serie A
356,Genoa CFC,Goalkeeper,Rok Vodisek,"Dec 5, 1998 (20)",Slovenia,30.06.2022,£270k,Serie A
357,Genoa CFC,Defender,Cristian Romero,"Apr 27, 1998 (21)",Argentina,30.06.2020,£13.50m,Serie A
358,Genoa CFC,Defender,Davide Biraschi,"Jul 2, 1994 (25)",Italy,30.06.2022,£4.05m,Serie A
359,Genoa CFC,Defender,Cristián Zapata,"Sep 30, 1986 (32)",Colombia,30.06.2021,£1.80m,Serie A
360,Genoa CFC,Defender,Edoardo Goldaniga,"Nov 2, 1993 (25)",Italy,30.06.2020,£1.80m,Serie A
361,Genoa CFC,Defender,Jawad El Yamiq,"Feb 29, 1992 (27)",Morocco,30.06.2021,£720k,Serie A
362,Genoa CFC,Defender,Antonio Barreca,"Mar 18, 1995 (24)",Italy,30.06.2020,£6.30m,Serie A
363,Genoa CFC,Defender,Domenico Criscito,"Dec 30, 1986 (32)",Italy,30.06.2022,£3.60m,Serie A
364,Genoa CFC,Defender,Marko Pajac,"May 11, 1993 (26)",Croatia,30.06.2020,£1.35m,Serie A
365,Genoa CFC,Defender,Peter Ankersen,"Sep 22, 1990 (28)",Denmark,30.06.2021,£2.70m,Serie A
366,Genoa CFC,Defender,Paolo Ghiglione,"Feb 2, 1997 (22)",Italy,-,£900k,Serie A
367,Genoa CFC,Midfielder,Lasse Schöne,"May 27, 1986 (33)",Denmark,30.06.2021,£2.70m,Serie A
368,Genoa CFC,Midfielder,Ivan Radovanovic,"Aug 29, 1988 (31)",Serbia,30.06.2021,£2.70m,Serie A
369,Genoa CFC,Midfielder,Sandro,"Mar 15, 1989 (30)",Brazil,30.06.2021,£1.80m,Serie A
370,Genoa CFC,Midfielder,Stefano Sturaro,"Mar 9, 1993 (26)",Italy,-,£9.00m,Serie A
371,Genoa CFC,Midfielder,Lukas Lerager,"Jul 12, 1993 (26)",Denmark,30.06.2023,£5.40m,Serie A
372,Genoa CFC,Midfielder,Francesco Cassata,"Jul 16, 1997 (22)",Italy,30.06.2020,£3.15m,Serie A
373,Genoa CFC,Midfielder,Filip Jagiello,"Aug 8, 1997 (22)",Poland,30.06.2023,£1.35m,Serie A
374,Genoa CFC,Midfielder,Kevin Agudelo,"Nov 14, 1998 (20)",Colombia,-,£225k,Serie A
375,Genoa CFC,Midfielder,Riccardo Saponara,"Dec 21, 1991 (27)",Italy,30.06.2020,£7.65m,Serie A
376,Genoa CFC,Forward,Sinan Gümüs,"Jan 15, 1994 (25)",Germany,30.06.2022,£1.17m,Serie A
377,Genoa CFC,Forward,Goran Pandev,"Jul 27, 1983 (36)",North Macedonia,-,£360k,Serie A
378,Genoa CFC,Forward,Christian Kouamé,"Dec 6, 1997 (21)",Cote d'Ivoire,30.06.2023,£13.50m,Serie A
379,Genoa CFC,Forward,Andrea Pinamonti,"May 19, 1999 (20)",Italy,30.06.2021,£9.00m,Serie A
380,Genoa CFC,Forward,Antonio Sanabria,"Mar 4, 1996 (23)",Paraguay,30.06.2020,£8.10m,Serie A
381,Genoa CFC,Forward,Andrea Favilli,"May 17, 1997 (22)",Italy,-,£5.40m,Serie A
382,Bologna FC 1909,Goalkeeper,Lukasz Skorupski,"May 5, 1991 (28)",Poland,30.06.2023,£6.30m,Serie A
383,Bologna FC 1909,Goalkeeper,Angelo da Costa,"Nov 12, 1983 (35)",Brazil,30.06.2020,£180k,Serie A
384,Bologna FC 1909,Goalkeeper,Mouhamadou Sarr,"Jan 5, 1997 (22)",Senegal,30.06.2020,£90k,Serie A
385,Bologna FC 1909,Defender,Takehiro Tomiyasu,"Nov 5, 1998 (20)",Japan,30.06.2024,£8.10m,Serie A
386,Bologna FC 1909,Defender,Stefano Denswil,"May 7, 1993 (26)",Netherlands,30.06.2022,£5.40m,Serie A
387,Bologna FC 1909,Defender,Mattia Bani,"Dec 10, 1993 (25)",Italy,30.06.2023,£2.25m,Serie A
388,Bologna FC 1909,Defender,Danilo,"May 10, 1984 (35)",Brazil,30.06.2020,£720k,Serie A
389,Bologna FC 1909,Defender,Gabriele Corbo,"Jan 11, 2000 (19)",Italy,30.06.2023,£720k,Serie A
390,Bologna FC 1909,Defender,Nehuén Paz,"Apr 28, 1993 (26)",Argentina,30.06.2022,£360k,Serie A
391,Bologna FC 1909,Defender,Mitchell Dijks,"Feb 9, 1993 (26)",Netherlands,30.06.2023,£1.80m,Serie A
392,Bologna FC 1909,Defender,Ibrahima Mbaye,"Nov 19, 1994 (24)",Senegal,30.06.2023,£2.70m,Serie A
393,Bologna FC 1909,Midfielder,Gary Medel,"Aug 3, 1987 (32)",Chile,30.06.2022,£3.38m,Serie A
394,Bologna FC 1909,Midfielder,Roberto Soriano,"Feb 8, 1991 (28)",Italy,30.06.2023,£6.30m,Serie A
395,Bologna FC 1909,Midfielder,Mattias Svanberg,"Jan 5, 1999 (20)",Sweden,30.06.2023,£3.60m,Serie A
396,Bologna FC 1909,Midfielder,Andrea Poli,"Sep 29, 1989 (29)",Italy,30.06.2021,£2.70m,Serie A
397,Bologna FC 1909,Midfielder,Jerdy Schouten,"Jan 12, 1997 (22)",Netherlands,30.06.2024,£1.80m,Serie A
398,Bologna FC 1909,Midfielder,Blerim Dzemaili,"Apr 12, 1986 (33)",Switzerland,30.06.2020,£900k,Serie A
399,Bologna FC 1909,Forward,Nicola Sansone,"Sep 10, 1991 (28)",Italy,30.06.2023,£6.75m,Serie A
400,Bologna FC 1909,Forward,Ladislav Krejci,"Jul 5, 1992 (27)",Czech Republic,30.06.2020,£2.48m,Serie A
401,Bologna FC 1909,Forward,Riccardo Orsolini,"Jan 24, 1997 (22)",Italy,30.06.2022,£13.50m,Serie A
402,Bologna FC 1909,Forward,Andreas Skov Olsen,"Dec 29, 1999 (19)",Denmark,30.06.2024,£7.20m,Serie A
403,Bologna FC 1909,Forward,Federico Santander,"Jun 4, 1991 (28)",Paraguay,30.06.2022,£5.40m,Serie A
404,Bologna FC 1909,Forward,Mattia Destro,"Mar 20, 1991 (28)",Italy,30.06.2020,£3.15m,Serie A
405,Bologna FC 1909,Forward,Rodrigo Palacio,"Feb 5, 1982 (37)",Argentina,30.06.2020,£450k,Serie A
406,Brescia Calcio,Goalkeeper,Jesse Joronen,"Mar 21, 1993 (26)",Finland,30.06.2022,£2.25m,Serie A
407,Brescia Calcio,Goalkeeper,Enrico Alfonso,"May 4, 1988 (31)",Italy,30.06.2021,£540k,Serie A
408,Brescia Calcio,Goalkeeper,Lorenzo Andrenacci,"Jan 2, 1995 (24)",Italy,-,£90k,Serie A
409,Brescia Calcio,Defender,Giangiacomo Magnani,"Oct 4, 1995 (23)",Italy,30.06.2020,£4.50m,Serie A
410,Brescia Calcio,Defender,Andrea Cistana,"Apr 1, 1997 (22)",Italy,30.06.2021,£2.25m,Serie A
411,Brescia Calcio,Defender,Jhon Chancellor,"Jan 2, 1992 (27)",Venezuela,30.06.2020,£630k,Serie A
412,Brescia Calcio,Defender,Daniele Gastaldello,"Jun 25, 1983 (36)",Italy,30.06.2020,£270k,Serie A
413,Brescia Calcio,Defender,Massimiliano Mangraviti,"Jan 24, 1998 (21)",Italy,-,£113k,Serie A
414,Brescia Calcio,Defender,Bruno Martella,"Aug 14, 1992 (27)",Italy,30.06.2022,£1.62m,Serie A
415,Brescia Calcio,Defender,Felipe Curcio,"Aug 6, 1993 (26)",Brazil,30.06.2020,£360k,Serie A
416,Brescia Calcio,Defender,Rômulo,"May 22, 1987 (32)",Italy,30.06.2020,£2.25m,Serie A
417,Brescia Calcio,Defender,Stefano Sabelli,"Jan 13, 1993 (26)",Italy,30.06.2021,£1.53m,Serie A
418,Brescia Calcio,Defender,Ales Mateju,"Jun 3, 1996 (23)",Czech Republic,-,£1.53m,Serie A
419,Brescia Calcio,Defender,Alessandro Semprini,"Feb 24, 1998 (21)",Italy,30.06.2021,£180k,Serie A
420,Brescia Calcio,Midfielder,Sandro Tonali,"May 8, 2000 (19)",Italy,30.06.2021,£22.50m,Serie A
421,Brescia Calcio,Midfielder,Mattia Viviani,"Sep 4, 2000 (19)",Italy,30.06.2021,£360k,Serie A
422,Brescia Calcio,Midfielder,Dimitri Bisoli,"Mar 25, 1994 (25)",Italy,30.06.2024,£3.15m,Serie A
423,Brescia Calcio,Midfielder,Emanuele Ndoj,"Nov 20, 1996 (22)",Albania,30.06.2022,£2.70m,Serie A
424,Brescia Calcio,Midfielder,Daniele Dessena,"May 10, 1987 (32)",Italy,30.06.2020,£450k,Serie A
425,Brescia Calcio,Midfielder,Jaromir Zmrhal,"Aug 2, 1993 (26)",Czech Republic,30.06.2023,£2.93m,Serie A
426,Brescia Calcio,Midfielder,Nikolas Spalek,"Feb 12, 1997 (22)",Slovakia,30.06.2021,£2.25m,Serie A
427,Brescia Calcio,Midfielder,Leonardo Morosini,"Oct 13, 1995 (23)",Italy,30.06.2022,£1.35m,Serie A
428,Brescia Calcio,Midfielder,Luca Tremolada,"Nov 25, 1991 (27)",Italy,-,£810k,Serie A
429,Brescia Calcio,Forward,Mario Balotelli,"Aug 12, 1990 (29)",Italy,30.06.2022,£18.00m,Serie A
430,Brescia Calcio,Forward,Alfredo Donnarumma,"Nov 30, 1990 (28)",Italy,30.06.2022,£3.60m,Serie A
431,Brescia Calcio,Forward,Florian Ayé,"Jan 19, 1997 (22)",France,30.06.2022,£3.60m,Serie A
432,Brescia Calcio,Forward,Ernesto Torregrossa,"Jun 28, 1992 (27)",Italy,30.06.2020,£2.70m,Serie A
433,Brescia Calcio,Forward,Alessandro Matri,"Aug 19, 1984 (35)",Italy,30.06.2020,£270k,Serie A
434,Parma Calcio 1913,Goalkeeper,Luigi Sepe,"May 8, 1991 (28)",Italy,30.06.2020,£4.50m,Serie A
435,Parma Calcio 1913,Goalkeeper,Simone Colombi,"Jul 1, 1991 (28)",Italy,30.06.2022,£720k,Serie A
436,Parma Calcio 1913,Goalkeeper,Fabrizio Alastra,"Oct 1, 1997 (21)",Italy,30.06.2022,£270k,Serie A
437,Parma Calcio 1913,Defender,Riccardo Gagliolo,"Apr 28, 1990 (29)",Italy,30.06.2022,£2.70m,Serie A
438,Parma Calcio 1913,Defender,Bruno Alves,"Nov 27, 1981 (37)",Portugal,30.06.2020,£900k,Serie A
439,Parma Calcio 1913,Defender,Kastriot Dermaku,"Jan 15, 1992 (27)",Albania,30.06.2023,£540k,Serie A
440,Parma Calcio 1913,Defender,Giuseppe Pezzella,"Nov 29, 1997 (21)",Italy,30.06.2020,£2.70m,Serie A
441,Parma Calcio 1913,Defender,Matteo Darmian,"Dec 2, 1989 (29)",Italy,30.06.2023,£9.00m,Serie A
442,Parma Calcio 1913,Defender,Vincent Laurini,"Jun 10, 1989 (30)",France,30.06.2022,£1.35m,Serie A
443,Parma Calcio 1913,Defender,Simone Iacoponi,"Apr 30, 1987 (32)",Italy,30.06.2022,£900k,Serie A
444,Parma Calcio 1913,Midfielder,Hernani,"Mar 27, 1994 (25)",Brazil,30.06.2020,£3.15m,Serie A
445,Parma Calcio 1913,Midfielder,Matteo Scozzarella,"Jun 5, 1988 (31)",Italy,30.06.2020,£720k,Serie A
446,Parma Calcio 1913,Midfielder,Emerson Espinoza,"Mar 11, 2001 (18)",Ecuador,30.06.2020,£270k,Serie A
447,Parma Calcio 1913,Midfielder,Alberto Grassi,"Mar 7, 1995 (24)",Italy,30.06.2020,£6.30m,Serie A
448,Parma Calcio 1913,Midfielder,Juraj Kucka,"Feb 26, 1987 (32)",Slovakia,30.06.2022,£4.50m,Serie A
449,Parma Calcio 1913,Midfielder,Gastón Brugman,"Sep 7, 1992 (27)",Uruguay,30.06.2022,£2.25m,Serie A
450,Parma Calcio 1913,Midfielder,Antonino Barillà,"Apr 1, 1988 (31)",Italy,30.06.2022,£900k,Serie A
451,Parma Calcio 1913,Midfielder,Dejan Kulusevski,"Apr 25, 2000 (19)",Sweden,30.06.2020,£900k,Serie A
452,Parma Calcio 1913,Midfielder,Gianni Munari,"Jun 24, 1983 (36)",Italy,30.06.2020,£90k,Serie A
