,Club,Position,Player_Name,DOB,Nation,Contract_Expiry,Value,League
228,Villarreal CF,Midfielder,André Zambo Anguissa,"Nov 16, 1995 (23)",Cameroon,30.06.2020,£22.50m,La Liga
229,Villarreal CF,Midfielder,Santiago Cáseres,"Feb 25, 1997 (22)",Argentina,30.06.2023,£9.00m,La Liga
230,Villarreal CF,Midfielder,Bruno Soriano,"Jun 12, 1984 (35)",Spain,30.06.2020,£720k,La Liga
231,Villarreal CF,Midfielder,Manu Trigueros,"Oct 17, 1991 (27)",Spain,30.06.2022,£13.50m,La Liga
232,Villarreal CF,Midfielder,Vicente Iborra,"Jan 16, 1988 (31)",Spain,30.06.2023,£8.10m,La Liga
233,Villarreal CF,Midfielder,Santi Cazorla,"Dec 13, 1984 (34)",Spain,30.06.2020,£3.60m,La Liga
234,Villarreal CF,Midfielder,Manu Morlanes,"Jan 12, 1999 (20)",Spain,30.06.2023,£2.25m,La Liga
235,Villarreal CF,Midfielder,Moi Gómez,"Jun 23, 1994 (25)",Spain,30.06.2023,£4.50m,La Liga
236,Villarreal CF,Forward,Javi Ontiveros,"Sep 9, 1997 (22)",Spain,30.06.2024,£6.75m,La Liga
237,Villarreal CF,Forward,Samuel Chukwueze,"May 22, 1999 (20)",Nigeria,30.06.2023,£27.00m,La Liga
238,Villarreal CF,Forward,Leo Suárez,"Mar 30, 1996 (23)",Argentina,30.06.2020,£900k,La Liga
239,Villarreal CF,Forward,Gerard Moreno,"Apr 7, 1992 (27)",Spain,30.06.2023,£15.75m,La Liga
240,Villarreal CF,Forward,Karl Toko Ekambi,"Sep 14, 1992 (27)",Cameroon,30.06.2023,£15.75m,La Liga
241,Villarreal CF,Forward,Carlos Bacca,"Sep 8, 1986 (33)",Colombia,30.06.2022,£4.50m,La Liga
242,Getafe CF,Goalkeeper,David Soria,"Apr 4, 1993 (26)",Spain,30.06.2022,£13.50m,La Liga
243,Getafe CF,Goalkeeper,Leandro Chichizola,"Mar 27, 1990 (29)",Argentina,30.06.2021,£900k,La Liga
244,Getafe CF,Goalkeeper,Filip Manojlovic,"Apr 25, 1996 (23)",Serbia,30.06.2021,£360k,La Liga
245,Getafe CF,Defender,Djené,"Dec 31, 1991 (27)",Togo,30.06.2023,£22.50m,La Liga
246,Getafe CF,Defender,Leandro Cabrera,"Jun 17, 1991 (28)",Uruguay,30.06.2021,£4.50m,La Liga
247,Getafe CF,Defender,Bruno González,"May 24, 1990 (29)",Spain,30.06.2020,£1.80m,La Liga
248,Getafe CF,Defender,Xabi Etxeita,"Oct 31, 1987 (31)",Spain,30.06.2021,£1.80m,La Liga
249,Getafe CF,Defender,Marc Cucurella,"Jul 22, 1998 (21)",Spain,30.06.2020,£9.00m,La Liga
250,Getafe CF,Defender,Mathí­as Olivera,"Oct 31, 1997 (21)",Uruguay,30.06.2023,£2.70m,La Liga
251,Getafe CF,Defender,Vitorino Antunes,"Apr 1, 1987 (32)",Portugal,30.06.2020,£2.25m,La Liga
252,Getafe CF,Defender,Raúl Garcia,"Apr 30, 1989 (30)",Spain,30.06.2022,£900k,La Liga
253,Getafe CF,Defender,Damián Suárez,"Apr 27, 1988 (31)",Uruguay,30.06.2022,£3.15m,La Liga
254,Getafe CF,Defender,Allan Nyom,"May 10, 1988 (31)",Cameroon,30.06.2021,£2.70m,La Liga
255,Getafe CF,Midfielder,David Timor,"Oct 17, 1989 (29)",Spain,30.06.2022,£1.35m,La Liga
256,Getafe CF,Midfielder,Markel Bergara,"May 5, 1986 (33)",Spain,30.06.2020,£720k,La Liga
257,Getafe CF,Midfielder,Mauro Arambarri,"Sep 30, 1995 (23)",Uruguay,30.06.2023,£13.50m,La Liga
258,Getafe CF,Midfielder,Nemanja Maksimovic,"Jan 26, 1995 (24)",Serbia,30.06.2024,£13.50m,La Liga
259,Getafe CF,Midfielder,Kenedy,"Feb 8, 1996 (23)",Brazil,30.06.2020,£9.00m,La Liga
260,Getafe CF,Midfielder,Fayçal Fajr,"Aug 1, 1988 (31)",Morocco,30.06.2021,£4.05m,La Liga
261,Getafe CF,Midfielder,Francisco Portillo,"Jun 13, 1990 (29)",Spain,30.06.2021,£3.60m,La Liga
262,Getafe CF,Forward,Amath Ndiaye,"Jul 16, 1996 (23)",Senegal,30.06.2022,£3.60m,La Liga
263,Getafe CF,Forward,Jason,"Jul 6, 1994 (25)",Spain,30.06.2020,£4.50m,La Liga
264,Getafe CF,Forward,Jaime Mata,"Oct 24, 1988 (30)",Spain,30.06.2021,£9.00m,La Liga
265,Getafe CF,Forward,Ángel Rodríguez,"Apr 26, 1987 (32)",Spain,30.06.2021,£2.70m,La Liga
266,Getafe CF,Forward,Enric Gallego,"Sep 12, 1986 (33)",Spain,30.06.2022,£2.70m,La Liga
267,Getafe CF,Forward,Jorge Molina,"Apr 22, 1982 (37)",Spain,30.06.2021,£1.80m,La Liga
268,RCD Espanyol Barcelona,Goalkeeper,Diego López,"Nov 3, 1981 (37)",Spain,30.06.2020,£900k,La Liga
269,RCD Espanyol Barcelona,Goalkeeper,Andrés Prieto,"Oct 17, 1993 (25)",Spain,30.06.2021,£180k,La Liga
270,RCD Espanyol Barcelona,Defender,Fernando Calero,"Sep 14, 1995 (24)",Spain,30.06.2024,£9.00m,La Liga
271,RCD Espanyol Barcelona,Defender,David López,"Oct 9, 1989 (29)",Spain,30.06.2023,£8.10m,La Liga
272,RCD Espanyol Barcelona,Defender,Bernardo Espinosa,"Jul 11, 1989 (30)",Colombia,30.06.2020,£5.40m,La Liga
273,RCD Espanyol Barcelona,Defender,Naldo,"Aug 25, 1988 (31)",Brazil,30.06.2020,£1.80m,La Liga
274,RCD Espanyol Barcelona,Defender,Lluis López,"Mar 5, 1997 (22)",Spain,30.06.2022,£1.35m,La Liga
275,RCD Espanyol Barcelona,Defender,Adrià Pedrosa,"May 13, 1998 (21)",Spain,30.06.2023,£9.00m,La Liga
276,RCD Espanyol Barcelona,Defender,Dídac Vilà,"Jun 9, 1989 (30)",Spain,30.06.2020,£3.60m,La Liga
277,RCD Espanyol Barcelona,Defender,Sébastien Corchia,"Nov 1, 1990 (28)",France,30.06.2020,£1.80m,La Liga
278,RCD Espanyol Barcelona,Defender,Javi López,"Jan 21, 1986 (33)",Spain,30.06.2020,£900k,La Liga
279,RCD Espanyol Barcelona,Defender,Pipa,"Jan 26, 1998 (21)",Spain,30.06.2022,£270k,La Liga
280,RCD Espanyol Barcelona,Midfielder,Marc Roca,"Nov 26, 1996 (22)",Spain,30.06.2022,£27.00m,La Liga
281,RCD Espanyol Barcelona,Midfielder,Ander Iturraspe,"Mar 8, 1989 (30)",Spain,30.06.2020,£2.25m,La Liga
282,RCD Espanyol Barcelona,Midfielder,Sergi Darder,"Dec 22, 1993 (25)",Spain,30.06.2023,£12.60m,La Liga
283,RCD Espanyol Barcelona,Midfielder,Víctor Sánchez,"Sep 8, 1987 (32)",Spain,30.06.2021,£2.70m,La Liga
284,RCD Espanyol Barcelona,Midfielder,Esteban Granero,"Jul 2, 1987 (32)",Spain,30.06.2020,£2.70m,La Liga
285,RCD Espanyol Barcelona,Midfielder,Pol Lozano,"Oct 6, 1999 (19)",Spain,30.06.2023,£1.35m,La Liga
286,RCD Espanyol Barcelona,Forward,Matías Vargas,"May 8, 1997 (22)",Argentina,30.06.2024,£9.90m,La Liga
287,RCD Espanyol Barcelona,Forward,Lei Wu,"Nov 19, 1991 (27)",China,31.12.2020,£9.00m,La Liga
288,RCD Espanyol Barcelona,Forward,Pablo Piatti,"Mar 31, 1989 (30)",Argentina,30.06.2020,£3.60m,La Liga
289,RCD Espanyol Barcelona,Forward,Oscar Melendo,"Aug 23, 1997 (22)",Spain,30.06.2022,£9.00m,La Liga
290,RCD Espanyol Barcelona,Forward,Javi Puado,"May 25, 1998 (21)",Spain,30.06.2022,£900k,La Liga
291,RCD Espanyol Barcelona,Forward,Jonathan Calleri,"Sep 23, 1993 (25)",Argentina,30.06.2020,£8.10m,La Liga
292,RCD Espanyol Barcelona,Forward,Facundo Ferreyra,"Mar 14, 1991 (28)",Argentina,30.06.2020,£3.60m,La Liga
293,RCD Espanyol Barcelona,Forward,Víctor Campuzano,"May 31, 1997 (22)",Spain,30.06.2020,£270k,La Liga
294,CD Leganés,Goalkeeper,Juan Soriano,"Aug 23, 1997 (22)",Spain,30.06.2020,£2.25m,La Liga
295,CD Leganés,Goalkeeper,Iván Cuéllar,"May 25, 1984 (35)",Spain,30.06.2021,£720k,La Liga
296,CD Leganés,Defender,Dimitrios Siovas,"Sep 16, 1988 (30)",Greece,30.06.2021,£5.40m,La Liga
297,CD Leganés,Defender,Kenneth Omeruo,"Oct 17, 1993 (25)",Nigeria,30.06.2024,£4.50m,La Liga
298,CD Leganés,Defender,Unai Bustinza,"Feb 2, 1992 (27)",Spain,30.06.2021,£3.60m,La Liga
299,CD Leganés,Defender,Chidozie Awaziem,"Jan 1, 1997 (22)",Nigeria,30.06.2020,£3.15m,La Liga
300,CD Leganés,Defender,Rodrigo Tarín,"Jul 5, 1996 (23)",Spain,30.06.2021,£1.80m,La Liga
301,CD Leganés,Defender,Jonathan Silva,"Jun 29, 1994 (25)",Argentina,30.06.2023,£2.70m,La Liga
302,CD Leganés,Defender,Vasyl Kravets,"Aug 20, 1997 (22)",Ukraine,30.06.2023,£2.70m,La Liga
303,CD Leganés,Defender,Kévin Rodrigues,"Mar 5, 1994 (25)",Portugal,30.06.2020,£2.70m,La Liga
304,CD Leganés,Defender,Roberto Rosales,"Nov 20, 1988 (30)",Venezuela,30.06.2021,£2.25m,La Liga
305,CD Leganés,Defender,Marc Navarro,"Jul 2, 1995 (24)",Spain,30.06.2020,£1.80m,La Liga
306,CD Leganés,Midfielder,Rubén Pérez,"Apr 26, 1989 (30)",Spain,30.06.2022,£6.75m,La Liga
307,CD Leganés,Midfielder,Roque Mesa,"Jun 7, 1989 (30)",Spain,30.06.2020,£6.30m,La Liga
308,CD Leganés,Midfielder,Recio,"Jan 11, 1991 (28)",Spain,30.06.2022,£2.70m,La Liga
309,CD Leganés,Midfielder,Christian Rivera,"Jul 9, 1997 (22)",Spain,30.06.2020,£2.25m,La Liga
310,CD Leganés,Midfielder,Óscar Rodríguez,"Jun 28, 1998 (21)",Spain,30.06.2020,£9.00m,La Liga
311,CD Leganés,Midfielder,Fede Varela,"Apr 18, 1997 (22)",Argentina,30.06.2021,£1.80m,La Liga
312,CD Leganés,Midfielder,Javi Eraso,"Mar 22, 1990 (29)",Spain,30.06.2020,£1.35m,La Liga
313,CD Leganés,Forward,José Manuel Arnáiz,"Apr 15, 1995 (24)",Spain,30.06.2023,£2.25m,La Liga
314,CD Leganés,Forward,Alexander Szymanowski,"Oct 13, 1988 (30)",Argentina,30.06.2020,£1.35m,La Liga
315,CD Leganés,Forward,Sabin Merino,"Jan 4, 1992 (27)",Spain,30.06.2020,£900k,La Liga
316,CD Leganés,Forward,Aitor Ruibal,"Mar 22, 1996 (23)",Spain,30.06.2020,£1.35m,La Liga
317,CD Leganés,Forward,Youssef En-Nesyri,"Jun 1, 1997 (22)",Morocco,30.06.2023,£10.80m,La Liga
318,CD Leganés,Forward,Martin Braithwaite,"Jun 5, 1991 (28)",Denmark,30.06.2023,£9.00m,La Liga
319,CD Leganés,Forward,Guido Carrillo,"May 25, 1991 (28)",Argentina,30.06.2020,£6.75m,La Liga
320,Levante UD,Goalkeeper,Oier Olazábal,"Sep 14, 1989 (30)",Spain,30.06.2021,£2.25m,La Liga
321,Levante UD,Goalkeeper,Aitor Fernández,"May 3, 1991 (28)",Spain,30.06.2022,£2.25m,La Liga
322,Levante UD,Defender,Rúben Vezo,"Apr 25, 1994 (25)",Portugal,30.06.2024,£5.40m,La Liga
323,Levante UD,Defender,Erick Cabaco,"Apr 19, 1995 (24)",Uruguay,30.06.2022,£3.60m,La Liga
324,Levante UD,Defender,Rober Pier,"Feb 16, 1995 (24)",Spain,30.06.2023,£2.25m,La Liga
325,Levante UD,Defender,Sergio Postigo,"Nov 4, 1988 (30)",Spain,30.06.2021,£2.25m,La Liga
326,Levante UD,Defender,Óscar Duarte,"Jun 3, 1989 (30)",Costa Rica,30.06.2021,£900k,La Liga
327,Levante UD,Defender,Carlos Clerc,"Feb 21, 1992 (27)",Spain,30.06.2022,£1.80m,La Liga
328,Levante UD,Defender,Toño,"Nov 7, 1989 (29)",Spain,30.06.2023,£900k,La Liga
329,Levante UD,Defender,Jorge Miramón,"Jun 2, 1989 (30)",Spain,30.06.2021,£2.70m,La Liga
330,Levante UD,Defender,Coke,"Apr 26, 1987 (32)",Spain,30.06.2022,£1.80m,La Liga
331,Levante UD,Defender,Iván López,"Aug 23, 1993 (26)",Spain,30.06.2020,£360k,La Liga
332,Levante UD,Midfielder,Nemanja Radoja,"Feb 6, 1993 (26)",Serbia,30.06.2022,£2.70m,La Liga
333,Levante UD,Midfielder,Nikola Vukcevic,"Dec 13, 1991 (27)",Montenegro,30.06.2022,£2.25m,La Liga
334,Levante UD,Midfielder,Enis Bardhi,"Jul 2, 1995 (24)",North Macedonia,30.06.2022,£13.50m,La Liga
335,Levante UD,Midfielder,José Campaña,"May 31, 1993 (26)",Spain,30.06.2023,£13.50m,La Liga
336,Levante UD,Midfielder,Gonzalo Melero,"Jan 2, 1994 (25)",Spain,30.06.2023,£3.60m,La Liga
337,Levante UD,Midfielder,Rubén Rochina,"Mar 23, 1991 (28)",Spain,30.06.2021,£3.60m,La Liga
338,Levante UD,Forward,Hernâni,"Aug 20, 1991 (28)",Portugal,30.06.2022,£2.25m,La Liga
339,Levante UD,Forward,Roger Martí,"Jan 3, 1991 (28)",Spain,30.06.2023,£9.00m,La Liga
340,Levante UD,Forward,José Luis Morales,"Jul 23, 1987 (32)",Spain,30.06.2021,£9.00m,La Liga
341,Levante UD,Forward,Borja Mayoral,"Apr 5, 1997 (22)",Spain,30.06.2020,£3.60m,La Liga
342,Levante UD,Forward,Sergio León,"Jan 6, 1989 (30)",Spain,30.06.2022,£2.70m,La Liga
343,Real Valladolid CF,Goalkeeper,Andrii Lunin,"Feb 11, 1999 (20)",Ukraine,30.06.2020,£6.75m,La Liga
344,Real Valladolid CF,Goalkeeper,Jordi Masip,"Jan 3, 1989 (30)",Spain,30.06.2022,£5.40m,La Liga
345,Real Valladolid CF,Defender,Joaquín Fernández,"May 31, 1996 (23)",Spain,30.06.2023,£2.70m,La Liga
346,Real Valladolid CF,Defender,Mohammed Salisu,"Apr 17, 1999 (20)",Ghana,30.06.2022,£2.25m,La Liga
347,Real Valladolid CF,Defender,Federico Barba,"Sep 1, 1993 (26)",Italy,30.06.2020,£1.80m,La Liga
348,Real Valladolid CF,Defender,Kiko Olivas,"Aug 21, 1988 (31)",Spain,30.06.2022,£1.80m,La Liga
349,Real Valladolid CF,Defender,Javi Sánchez,"Mar 14, 1997 (22)",Spain,30.06.2020,£1.80m,La Liga
350,Real Valladolid CF,Defender,Nacho Martínez,"Mar 7, 1989 (30)",Spain,30.06.2022,£4.50m,La Liga
351,Real Valladolid CF,Defender,Pedro Porro,"Sep 13, 1999 (20)",Spain,30.06.2020,£9.00m,La Liga
352,Real Valladolid CF,Defender,Antoñito,"Dec 24, 1987 (31)",Spain,30.06.2021,£1.80m,La Liga
353,Real Valladolid CF,Defender,Javi Moyano,"Feb 23, 1986 (33)",Spain,30.06.2020,£720k,La Liga
354,Real Valladolid CF,Midfielder,Luismi,"May 5, 1992 (27)",Spain,30.06.2021,£630k,La Liga
355,Real Valladolid CF,Midfielder,Rubén Alcaraz,"May 1, 1991 (28)",Spain,30.06.2022,£9.00m,La Liga
356,Real Valladolid CF,Midfielder,Fede San Emeterio,"Mar 16, 1997 (22)",Spain,30.06.2021,£4.50m,La Liga
357,Real Valladolid CF,Midfielder,Míchel,"Jul 29, 1988 (31)",Spain,30.06.2020,£1.80m,La Liga
358,Real Valladolid CF,Midfielder,Anuar,"Jan 15, 1995 (24)",Morocco,30.06.2021,£1.35m,La Liga
359,Real Valladolid CF,Midfielder,Álvaro Aguado,"May 1, 1996 (23)",Spain,30.06.2023,£540k,La Liga
360,Real Valladolid CF,Forward,Toni Villa,"Jan 7, 1995 (24)",Spain,30.06.2021,£3.60m,La Liga
361,Real Valladolid CF,Forward,Waldo Rubio,"Aug 17, 1995 (24)",Spain,30.06.2022,£900k,La Liga
362,Real Valladolid CF,Forward,Jorge de Frutos,"Feb 20, 1997 (22)",Spain,30.06.2020,£4.50m,La Liga
363,Real Valladolid CF,Forward,Pablo Hervías,"Mar 8, 1993 (26)",Spain,30.06.2022,£630k,La Liga
364,Real Valladolid CF,Forward,Sergi Guardiola,"May 29, 1991 (28)",Spain,30.06.2023,£4.50m,La Liga
365,Real Valladolid CF,Forward,Enes Ünal,"May 10, 1997 (22)",Turkey,30.06.2020,£4.50m,La Liga
366,Real Valladolid CF,Forward,Óscar Plano,"Feb 11, 1991 (28)",Spain,30.06.2021,£3.60m,La Liga
367,Real Valladolid CF,Forward,Sandro Ramírez,"Jul 9, 1995 (24)",Spain,30.06.2020,£3.60m,La Liga
368,Real Valladolid CF,Forward,Stiven Plaza,"Mar 11, 1999 (20)",Ecuador,30.06.2023,£1.35m,La Liga
369,Deportivo Alavés,Goalkeeper,Fernando Pacheco,"May 18, 1992 (27)",Spain,30.06.2023,£13.50m,La Liga
370,Deportivo Alavés,Goalkeeper,Antonio Sivera,"Aug 11, 1996 (23)",Spain,30.06.2021,£1.35m,La Liga
371,Deportivo Alavés,Defender,Víctor Laguardia,"Nov 5, 1989 (29)",Spain,30.06.2022,£9.00m,La Liga
372,Deportivo Alavés,Defender,Lisandro Magallán,"Sep 27, 1993 (25)",Argentina,30.06.2020,£5.40m,La Liga
373,Deportivo Alavés,Defender,Ximo Navarro,"Jan 23, 1990 (29)",Spain,30.06.2021,£2.70m,La Liga
374,Deportivo Alavés,Defender,Rodrigo Ely,"Nov 3, 1993 (25)",Brazil,30.06.2021,£1.80m,La Liga
375,Deportivo Alavés,Defender,Tachi,"Sep 10, 1997 (22)",Spain,30.06.2023,£900k,La Liga
376,Deportivo Alavés,Defender,Rubén Duarte,"Oct 18, 1995 (23)",Spain,30.06.2023,£4.50m,La Liga
377,Deportivo Alavés,Defender,Adrián Marín,"Jan 9, 1997 (22)",Spain,30.06.2021,£720k,La Liga
378,Deportivo Alavés,Defender,Martin Aguirregabiria,"May 10, 1996 (23)",Spain,30.06.2022,£6.75m,La Liga
379,Deportivo Alavés,Defender,Rafa Navarro,"Feb 23, 1994 (25)",Spain,30.06.2021,£450k,La Liga
380,Deportivo Alavés,Midfielder,Pere Pons,"Feb 20, 1993 (26)",Spain,30.06.2022,£3.60m,La Liga
381,Deportivo Alavés,Midfielder,Manu García,"Apr 26, 1986 (33)",Spain,30.06.2020,£1.80m,La Liga
382,Deportivo Alavés,Midfielder,Daniel Torres,"Nov 15, 1989 (29)",Colombia,30.06.2020,£810k,La Liga
383,Deportivo Alavés,Midfielder,Tomás Pina,"Oct 14, 1987 (31)",Spain,30.06.2021,£2.25m,La Liga
384,Deportivo Alavés,Midfielder,Mubarak Wakaso,"Jul 25, 1990 (29)",Ghana,30.06.2020,£2.25m,La Liga
385,Deportivo Alavés,Midfielder,Javi Muñoz,"Feb 28, 1995 (24)",Spain,30.06.2021,£450k,La Liga
386,Deportivo Alavés,Forward,Luis Rioja,"Oct 16, 1993 (25)",Spain,30.06.2023,£1.35m,La Liga
387,Deportivo Alavés,Forward,Burgui,"Oct 29, 1993 (25)",Spain,30.06.2021,£1.35m,La Liga
388,Deportivo Alavés,Forward,Oliver Burke,"Apr 7, 1997 (22)",Scotland,30.06.2022,£6.75m,La Liga
389,Deportivo Alavés,Forward,Aleix Vidal,"Aug 21, 1989 (30)",Spain,30.06.2020,£3.60m,La Liga
390,Deportivo Alavés,Forward,Lucas Pérez,"Sep 10, 1988 (31)",Spain,30.06.2022,£3.60m,La Liga
391,Deportivo Alavés,Forward,Joselu,"Mar 27, 1990 (29)",Spain,30.06.2022,£3.60m,La Liga
392,Deportivo Alavés,Forward,John Guidetti,"Apr 15, 1992 (27)",Sweden,30.06.2022,£2.70m,La Liga
393,SD Eibar,Goalkeeper,Marko Dmitrovic,"Jan 24, 1992 (27)",Serbia,30.06.2021,£9.00m,La Liga
394,SD Eibar,Goalkeeper,Yoel Rodríguez,"Aug 28, 1988 (31)",Spain,30.06.2021,£1.35m,La Liga
395,SD Eibar,Defender,Paulo Oliveira,"Jan 8, 1992 (27)",Portugal,30.06.2021,£5.40m,La Liga
396,SD Eibar,Defender,Pedro Bigas,"May 15, 1990 (29)",Spain,30.06.2022,£2.70m,La Liga
397,SD Eibar,Defender,Anaitz Arbilla,"May 15, 1987 (32)",Spain,30.06.2021,£1.80m,La Liga
398,SD Eibar,Defender,Esteban Burgos,"Jan 9, 1992 (27)",Argentina,30.06.2022,£900k,La Liga
399,SD Eibar,Defender,Iván Ramis,"Oct 25, 1984 (34)",Spain,30.06.2020,£900k,La Liga
400,SD Eibar,Defender,José Ángel,"Sep 5, 1989 (30)",Spain,30.06.2020,£4.50m,La Liga
401,SD Eibar,Defender,Álvaro Tejero,"Jul 20, 1996 (23)",Spain,30.06.2024,£2.70m,La Liga
402,SD Eibar,Defender,Roberto Correa,"Sep 20, 1992 (26)",Spain,30.06.2022,£720k,La Liga
403,SD Eibar,Midfielder,Pape Diop,"Mar 19, 1986 (33)",Senegal,30.06.2020,£1.35m,La Liga
404,SD Eibar,Midfielder,Gonzalo Escalante,"Mar 27, 1993 (26)",Argentina,30.06.2020,£3.60m,La Liga
405,SD Eibar,Midfielder,Edu Expósito,"Aug 1, 1996 (23)",Spain,30.06.2024,£3.60m,La Liga
406,SD Eibar,Midfielder,Sergio Álvarez,"Jan 23, 1992 (27)",Spain,30.06.2022,£2.25m,La Liga
407,SD Eibar,Forward,Takashi Inui,"Jun 2, 1988 (31)",Japan,30.06.2022,£3.60m,La Liga
408,SD Eibar,Forward,Pablo de Blasis,"Feb 4, 1988 (31)",Argentina,30.06.2020,£1.80m,La Liga
409,SD Eibar,Forward,Fabián Orellana,"Jan 27, 1986 (33)",Chile,30.06.2020,£2.25m,La Liga
410,SD Eibar,Forward,Pedro León,"Nov 24, 1986 (32)",Spain,30.06.2020,£1.62m,La Liga
411,SD Eibar,Forward,Sergi Enrich,"Feb 26, 1990 (29)",Spain,30.06.2022,£6.75m,La Liga
412,SD Eibar,Forward,Kike,"Nov 25, 1989 (29)",Spain,30.06.2021,£2.70m,La Liga
413,SD Eibar,Forward,Charles,"Apr 4, 1984 (35)",Brazil,30.06.2020,£1.80m,La Liga
414,SD Eibar,Forward,Quique,"May 16, 1990 (29)",Spain,30.06.2024,£1.35m,La Liga
415,RCD Mallorca,Goalkeeper,Fabri,"Dec 31, 1987 (31)",Spain,30.06.2020,£3.60m,La Liga
416,RCD Mallorca,Goalkeeper,Manolo Reina,"Apr 1, 1985 (34)",Spain,30.06.2021,£270k,La Liga
417,RCD Mallorca,Goalkeeper,Miquel Parera,"May 18, 1996 (23)",Spain,30.06.2021,£270k,La Liga
418,RCD Mallorca,Defender,Antonio Raíllo,"Oct 8, 1991 (27)",Spain,30.06.2021,£2.25m,La Liga
419,RCD Mallorca,Defender,Martin Valjent,"Dec 11, 1995 (23)",Slovakia,30.06.2022,£2.25m,La Liga
420,RCD Mallorca,Defender,Aleksandar Sedlar,"Dec 13, 1991 (27)",Serbia,30.06.2023,£810k,La Liga
421,RCD Mallorca,Defender,Xisco Campos,"Mar 10, 1982 (37)",Spain,30.06.2020,£90k,La Liga
422,RCD Mallorca,Defender,Abdul Rahman Baba,"Jul 2, 1994 (25)",Ghana,30.06.2020,£4.50m,La Liga
423,RCD Mallorca,Defender,Lumor,"Aug 15, 1996 (23)",Ghana,30.06.2020,£1.26m,La Liga
424,RCD Mallorca,Defender,Joan Sastre,"Apr 30, 1997 (22)",Spain,30.06.2023,£1.80m,La Liga
425,RCD Mallorca,Defender,Fran Gámez,"Jul 27, 1991 (28)",Spain,30.06.2022,£450k,La Liga
426,RCD Mallorca,Midfielder,Aleix Febas,"Feb 22, 1996 (23)",Spain,30.06.2023,£3.60m,La Liga
427,RCD Mallorca,Midfielder,Iddrisu Baba,"Jan 22, 1996 (23)",Ghana,30.06.2024,£900k,La Liga
428,RCD Mallorca,Midfielder,Dani Rodríguez,"Jun 6, 1988 (31)",Spain,30.06.2021,£630k,La Liga
429,RCD Mallorca,Midfielder,Marc Pedraza,"Feb 6, 1987 (32)",Spain,30.06.2020,£360k,La Liga
430,RCD Mallorca,Midfielder,Salva Sevilla,"Mar 18, 1984 (35)",Spain,30.06.2021,£180k,La Liga
431,RCD Mallorca,Midfielder,Takefusa Kubo,"Jun 4, 2001 (18)",Japan,30.06.2020,£9.00m,La Liga
432,RCD Mallorca,Midfielder,Josep Señé,"Dec 10, 1991 (27)",Spain,30.06.2022,£225k,La Liga
433,RCD Mallorca,Forward,Lago Júnior,"Dec 31, 1990 (28)",Cote d'Ivoire,30.06.2023,£1.80m,La Liga
434,RCD Mallorca,Forward,Aleksandar Trajkovski,"Sep 5, 1992 (27)",North Macedonia,30.06.2023,£1.80m,La Liga
435,RCD Mallorca,Forward,Yannis Salibur,"Jan 24, 1991 (28)",France,30.06.2022,£1.80m,La Liga
436,RCD Mallorca,Forward,Ariday Cabrera,"Sep 26, 1988 (30)",Spain,30.06.2020,£360k,La Liga
437,RCD Mallorca,Forward,Cucho Hernández,"Apr 22, 1999 (20)",Colombia,30.06.2020,£9.00m,La Liga
438,RCD Mallorca,Forward,Pablo Chavarría,"Jan 2, 1988 (31)",Argentina,30.06.2021,£2.25m,La Liga
439,RCD Mallorca,Forward,Ante Budimir,"Jul 22, 1991 (28)",Croatia,30.06.2023,£1.80m,La Liga
440,RCD Mallorca,Forward,Abdón Prats,"Dec 7, 1992 (26)",Spain,30.06.2021,£720k,La Liga
441,RCD Mallorca,Forward,Alex Alegría,"Oct 14, 1992 (26)",Spain,30.06.2024,£720k,La Liga
442,CA Osasuna,Goalkeeper,Rubén Martínez,"Jun 22, 1984 (35)",Spain,30.06.2020,£630k,La Liga
443,CA Osasuna,Goalkeeper,Sergio Herrera,"Jun 5, 1993 (26)",Spain,30.06.2021,£450k,La Liga
444,CA Osasuna,Defender,Raúl Navas,"May 11, 1988 (31)",Spain,30.06.2020,£2.70m,La Liga
445,CA Osasuna,Defender,Facundo Roncaglia,"Feb 10, 1987 (32)",Argentina,30.06.2020,£2.25m,La Liga
446,CA Osasuna,Defender,Unai García,"Sep 3, 1992 (27)",Spain,30.06.2021,£1.80m,La Liga
447,CA Osasuna,Defender,David García,"Feb 14, 1994 (25)",Spain,30.06.2021,£1.80m,La Liga
448,CA Osasuna,Defender,Aridane Hernández,"Mar 23, 1989 (30)",Spain,30.06.2021,£630k,La Liga
449,CA Osasuna,Defender,Pervis Estupiñán,"Jan 21, 1998 (21)",Ecuador,30.06.2021,£1.80m,La Liga
450,CA Osasuna,Defender,Nacho Vidal,"Jan 24, 1995 (24)",Spain,30.06.2022,£1.80m,La Liga
451,CA Osasuna,Defender,Lillo Castellano,"Mar 27, 1989 (30)",Spain,30.06.2020,£630k,La Liga
452,CA Osasuna,Midfielder,Oier,"May 25, 1986 (33)",Spain,30.06.2021,£1.08m,La Liga
453,CA Osasuna,Midfielder,Luis Perea,"Aug 25, 1997 (22)",Spain,30.06.2021,£450k,La Liga
454,CA Osasuna,Midfielder,Darko Brasanac,"Feb 12, 1992 (27)",Serbia,30.06.2022,£1.80m,La Liga
455,CA Osasuna,Midfielder,Fran Mérida,"Mar 4, 1990 (29)",Spain,30.06.2020,£1.35m,La Liga
456,CA Osasuna,Midfielder,Jon Moncayola,"May 13, 1998 (21)",Spain,30.06.2021,£1.35m,La Liga
