,Club,Position,Player_Name,DOB,Nation,Contract_Expiry,Value,League
214,Heracles Almelo,Defender,Maximilian Rossmann,"May 6, 1995 (24)",Germany,30.06.2020,£810k,Eredivise
215,Heracles Almelo,Defender,Robin Pröpper,"Sep 23, 1993 (25)",Netherlands,30.06.2020,£720k,Eredivise
216,Heracles Almelo,Defender,Mats Knoester,"Nov 19, 1998 (20)",Netherlands,30.06.2021,£180k,Eredivise
217,Heracles Almelo,Defender,Stephen Sama,"Mar 5, 1993 (26)",Germany,30.06.2020,£180k,Eredivise
218,Heracles Almelo,Defender,Jelle van Benthem,"Jan 22, 1999 (20)",Netherlands,30.06.2020,£45k,Eredivise
219,Heracles Almelo,Defender,Lennart Czyborra,"May 3, 1999 (20)",Germany,30.06.2021,£675k,Eredivise
220,Heracles Almelo,Defender,Jeff Hardeveld,"Feb 27, 1995 (24)",Netherlands,30.06.2020,£270k,Eredivise
221,Heracles Almelo,Defender,Tim Breukers,"Nov 4, 1987 (31)",Netherlands,30.06.2020,£630k,Eredivise
222,Heracles Almelo,Defender,Navajo Bakboord,"Jan 29, 1999 (20)",Netherlands,30.06.2021,£225k,Eredivise
223,Heracles Almelo,Midfielder,Sebastian Jakubiak,"Jun 21, 1993 (26)",Germany,30.06.2020,£270k,Eredivise
224,Heracles Almelo,Midfielder,Lucas Schoofs,"Jan 3, 1997 (22)",Belgium,30.06.2020,£225k,Eredivise
225,Heracles Almelo,Midfielder,Mohammed Osman,"Jan 1, 1994 (25)",Syria,30.06.2020,£1.58m,Eredivise
226,Heracles Almelo,Midfielder,Alexander Merkel,"Feb 22, 1992 (27)",Kazakhstan,30.06.2020,£1.13m,Eredivise
227,Heracles Almelo,Midfielder,Reuven Niemeijer,"Mar 27, 1995 (24)",Netherlands,30.06.2020,£630k,Eredivise
228,Heracles Almelo,Midfielder,Teun Bijleveld,"May 27, 1998 (21)",Netherlands,30.06.2021,£450k,Eredivise
229,Heracles Almelo,Midfielder,Orestis Kiomourtzoglou,"May 7, 1998 (21)",Germany,30.06.2021,£270k,Eredivise
230,Heracles Almelo,Midfielder,Mauro Júnior,"May 6, 1999 (20)",Brazil,30.06.2020,£1.80m,Eredivise
231,Heracles Almelo,Midfielder,Jesper Drost,"Jan 11, 1993 (26)",Netherlands,30.06.2020,£540k,Eredivise
232,Heracles Almelo,Midfielder,Adrian Szöke,"Jul 1, 1998 (21)",Serbia,30.06.2021,£113k,Eredivise
233,Heracles Almelo,Midfielder,Niels Leemhuis,"Sep 28, 1997 (21)",Netherlands,30.06.2020,£68k,Eredivise
234,Heracles Almelo,Forward,Dabney dos Santos,"Jul 31, 1996 (23)",Netherlands,30.06.2020,£450k,Eredivise
235,Heracles Almelo,Forward,Jeremy Cijntje,"Jan 8, 1998 (21)",Curacao,30.06.2022,£270k,Eredivise
236,Heracles Almelo,Forward,Silvester van der Water,"Sep 30, 1996 (22)",Netherlands,30.06.2021,£315k,Eredivise
237,Heracles Almelo,Forward,Cyriel Dessers,"Dec 8, 1994 (24)",Belgium,30.06.2022,£900k,Eredivise
238,Heracles Almelo,Forward,Joey Konings,"Apr 21, 1998 (21)",Netherlands,30.06.2020,£450k,Eredivise
239,PEC Zwolle,Goalkeeper,Xavier Mous,"Aug 4, 1995 (24)",Netherlands,30.06.2021,£540k,Eredivise
240,PEC Zwolle,Goalkeeper,Michael Zetterer,"Jul 12, 1995 (24)",Germany,30.06.2021,£315k,Eredivise
241,PEC Zwolle,Goalkeeper,Mike Hauptmeijer,"Mar 18, 1997 (22)",Netherlands,30.06.2020,£90k,Eredivise
242,PEC Zwolle,Defender,Thomas Lam,"Dec 18, 1993 (25)",Finland,30.06.2020,£900k,Eredivise
243,PEC Zwolle,Defender,Yuta Nakayama,"Feb 16, 1997 (22)",Japan,30.06.2022,£675k,Eredivise
244,PEC Zwolle,Defender,Darryl Lachman,"Nov 11, 1989 (29)",Curacao,30.06.2020,£630k,Eredivise
245,PEC Zwolle,Defender,Sam Kersten,"Jan 30, 1998 (21)",Netherlands,30.06.2021,£450k,Eredivise
246,PEC Zwolle,Defender,Etiënne Reijnen,"Apr 5, 1987 (32)",Netherlands,30.06.2021,£360k,Eredivise
247,PEC Zwolle,Defender,Marc Olivier Doue,"Oct 11, 2000 (18)",France,30.06.2021,-,Eredivise
248,PEC Zwolle,Defender,Kenneth Paal,"Jun 24, 1997 (22)",Netherlands,30.06.2022,£810k,Eredivise
249,PEC Zwolle,Defender,Bram van Polen,"Oct 11, 1985 (33)",Netherlands,30.06.2020,£585k,Eredivise
250,PEC Zwolle,Defender,Sai van Wermeskerken,"Jun 28, 1994 (25)",Japan,30.06.2021,£315k,Eredivise
251,PEC Zwolle,Midfielder,Rick Dekker,"Mar 15, 1995 (24)",Netherlands,30.06.2020,£585k,Eredivise
252,PEC Zwolle,Midfielder,Dean Huiberts,"May 16, 2000 (19)",Netherlands,30.06.2022,-,Eredivise
253,PEC Zwolle,Midfielder,Pelle Clement,"May 19, 1996 (23)",Netherlands,30.06.2021,£810k,Eredivise
254,PEC Zwolle,Midfielder,Gustavo Hamer,"Jun 24, 1997 (22)",Netherlands,30.06.2021,£675k,Eredivise
255,PEC Zwolle,Midfielder,Mustafa Saymak,"Feb 11, 1993 (26)",Netherlands,30.06.2022,£810k,Eredivise
256,PEC Zwolle,Midfielder,Thomas Bruns,"Jan 7, 1992 (27)",Netherlands,30.06.2020,£810k,Eredivise
257,PEC Zwolle,Midfielder,Iliass Bel Hassani,"Sep 16, 1992 (26)",Netherlands,30.06.2021,£720k,Eredivise
258,PEC Zwolle,Forward,Dennis Johnsen,"Feb 17, 1998 (21)",Norway,30.06.2020,£900k,Eredivise
259,PEC Zwolle,Forward,Vito van Crooij,"Jan 29, 1996 (23)",Netherlands,30.06.2022,£1.13m,Eredivise
260,PEC Zwolle,Forward,Jarno Westerman,"Jun 8, 2002 (17)",Netherlands,30.06.2022,-,Eredivise
261,PEC Zwolle,Forward,Reza Ghoochannejhad,"Sep 20, 1987 (31)",Iran,30.06.2021,£900k,Eredivise
262,PEC Zwolle,Forward,Mike van Duinen,"Nov 6, 1991 (27)",Netherlands,30.06.2021,£900k,Eredivise
263,PEC Zwolle,Forward,Lennart Thy,"Feb 25, 1992 (27)",Germany,30.06.2020,£765k,Eredivise
264,FC Twente Enschede,Goalkeeper,Joël Drommel,"Nov 16, 1996 (22)",Netherlands,30.06.2021,£675k,Eredivise
265,FC Twente Enschede,Goalkeeper,Jorn Brondeel,"Sep 7, 1993 (26)",Belgium,30.06.2021,£270k,Eredivise
266,FC Twente Enschede,Goalkeeper,Jeffrey de Lange,"Apr 1, 1998 (21)",Netherlands,30.06.2020,£45k,Eredivise
267,FC Twente Enschede,Defender,Peet Bijen,"Jan 28, 1995 (24)",Netherlands,30.06.2020,£540k,Eredivise
268,FC Twente Enschede,Defender,Julio Pleguezuelo,"Jan 26, 1997 (22)",Spain,30.06.2021,£270k,Eredivise
269,FC Twente Enschede,Defender,Xandro Schenk,"Apr 28, 1993 (26)",Netherlands,30.06.2020,£248k,Eredivise
270,FC Twente Enschede,Defender,Joel Latibeaudiere,"Jan 6, 2000 (19)",England,30.06.2020,-,Eredivise
271,FC Twente Enschede,Defender,Calvin Verdonk,"Apr 26, 1997 (22)",Netherlands,30.06.2020,£1.80m,Eredivise
272,FC Twente Enschede,Defender,Matos,"May 6, 1995 (24)",Spain,30.06.2020,£720k,Eredivise
273,FC Twente Enschede,Defender,Paul Verhaegh,"Sep 1, 1983 (36)",Netherlands,30.06.2020,£225k,Eredivise
274,FC Twente Enschede,Midfielder,Oriol Busquets,"Jan 20, 1999 (20)",Spain,30.06.2020,£2.25m,Eredivise
275,FC Twente Enschede,Midfielder,Wout Brama,"Aug 21, 1986 (33)",Netherlands,30.06.2020,£315k,Eredivise
276,FC Twente Enschede,Midfielder,Godfried Roemeratoe,"Aug 19, 1999 (20)",Netherlands,30.06.2020,£45k,Eredivise
277,FC Twente Enschede,Midfielder,Giorgi Aburjania,"Jan 2, 1995 (24)",Georgia,30.06.2021,£720k,Eredivise
278,FC Twente Enschede,Midfielder,Lindon Selahi,"Feb 26, 1999 (20)",Albania,30.06.2021,£135k,Eredivise
279,FC Twente Enschede,Midfielder,Ramiz Zerrouki,"May 26, 1998 (21)",Netherlands,30.06.2020,£68k,Eredivise
280,FC Twente Enschede,Midfielder,Jesse Bosch,"Feb 1, 2000 (19)",Netherlands,30.06.2020,-,Eredivise
281,FC Twente Enschede,Midfielder,Javier Espinosa,"Sep 19, 1992 (26)",Spain,30.06.2020,£1.13m,Eredivise
282,FC Twente Enschede,Midfielder,Tim Hölscher,"Jan 21, 1995 (24)",Germany,30.06.2020,£450k,Eredivise
283,FC Twente Enschede,Midfielder,Haris Vuckic,"Aug 21, 1992 (27)",Slovenia,30.06.2020,£360k,Eredivise
284,FC Twente Enschede,Forward,Rafik Zekhnini,"Jan 12, 1998 (21)",Norway,30.06.2020,£900k,Eredivise
285,FC Twente Enschede,Forward,Queensy Menig,"Aug 19, 1995 (24)",Netherlands,30.06.2021,£765k,Eredivise
286,FC Twente Enschede,Forward,Aitor Cantalapiedra,"Feb 10, 1996 (23)",Spain,30.06.2020,£1.35m,Eredivise
287,FC Twente Enschede,Forward,Keito Nakamura,"Jul 28, 2000 (19)",Japan,31.01.2022,£450k,Eredivise
288,FC Twente Enschede,Forward,Emil Berggreen,"May 10, 1993 (26)",Denmark,30.06.2020,£450k,Eredivise
289,FC Twente Enschede,Forward,Jari Oosterwijk,"Mar 3, 1995 (24)",Netherlands,30.06.2020,£450k,Eredivise
290,Willem II Tilburg,Goalkeeper,Timon Wellenreuther,"Dec 3, 1995 (23)",Germany,30.06.2020,£1.13m,Eredivise
291,Willem II Tilburg,Goalkeeper,Michael Woud,"Jan 16, 1999 (20)",New Zealand,30.06.2022,£270k,Eredivise
292,Willem II Tilburg,Goalkeeper,Connor van den Berg,"Mar 18, 2001 (18)",Netherlands,-,-,Eredivise
293,Willem II Tilburg,Defender,Sebastian Holmén,"Apr 29, 1992 (27)",Sweden,30.06.2021,£1.13m,Eredivise
294,Willem II Tilburg,Defender,João Queirós,"Apr 22, 1998 (21)",Portugal,30.06.2020,£720k,Eredivise
295,Willem II Tilburg,Defender,Jordens Peters,"May 3, 1987 (32)",Netherlands,30.06.2020,£675k,Eredivise
296,Willem II Tilburg,Defender,Freek Heerkens,"Sep 13, 1989 (30)",Netherlands,30.06.2021,£540k,Eredivise
297,Willem II Tilburg,Defender,Victor van den Bogert,"Aug 12, 1999 (20)",Netherlands,30.06.2020,£90k,Eredivise
298,Willem II Tilburg,Defender,Dylan Ryan,"Jun 10, 2000 (19)",Australia,30.06.2020,£90k,Eredivise
299,Willem II Tilburg,Defender,Miquel Nelom,"Sep 22, 1990 (28)",Netherlands,30.06.2020,£450k,Eredivise
300,Willem II Tilburg,Defender,James McGarry,"Apr 9, 1998 (21)",New Zealand,30.06.2020,£180k,Eredivise
301,Willem II Tilburg,Defender,Bart Nieuwkoop,"Mar 7, 1996 (23)",Netherlands,30.06.2020,£1.35m,Eredivise
302,Willem II Tilburg,Defender,Damil Dankerlui,"Aug 24, 1996 (23)",Netherlands,30.06.2020,£900k,Eredivise
303,Willem II Tilburg,Defender,Fernando Lewis,"Jan 31, 1993 (26)",Netherlands,30.06.2020,£810k,Eredivise
304,Willem II Tilburg,Defender,Justin Ogenia,"Feb 5, 1999 (20)",Curacao,30.06.2021,£68k,Eredivise
305,Willem II Tilburg,Midfielder,Jhonny Quiñónez,"Jun 11, 1998 (21)",Ecuador,30.06.2020,£450k,Eredivise
306,Willem II Tilburg,Midfielder,Pol Llonch,"Oct 7, 1992 (26)",Spain,30.06.2021,£1.13m,Eredivise
307,Willem II Tilburg,Midfielder,Dries Saddiki,"Aug 9, 1996 (23)",Netherlands,30.06.2021,£450k,Eredivise
308,Willem II Tilburg,Midfielder,Rick Zuijderwijk,"Apr 13, 2001 (18)",Netherlands,30.06.2021,-,Eredivise
309,Willem II Tilburg,Forward,Elton Kabangu,"Feb 8, 1998 (21)",Belgium,30.06.2022,£360k,Eredivise
310,Willem II Tilburg,Forward,Mike Trésor Ndayishimiye,"May 28, 1999 (20)",Belgium,30.06.2020,£315k,Eredivise
311,Willem II Tilburg,Forward,Mats Köhlert,"May 2, 1998 (21)",Germany,30.06.2022,£135k,Eredivise
312,Willem II Tilburg,Forward,Karim Coulibaly,"Jun 3, 1993 (26)",France,30.06.2020,£135k,Eredivise
313,Willem II Tilburg,Forward,Marios Vrousai,"Jul 2, 1998 (21)",Greece,30.06.2020,£900k,Eredivise
314,Willem II Tilburg,Forward,Ché Nunnely,"Feb 4, 1999 (20)",Netherlands,30.06.2022,£450k,Eredivise
315,Willem II Tilburg,Forward,Vangelis Pavlidis,"Nov 21, 1998 (20)",Greece,30.06.2022,£900k,Eredivise
316,Willem II Tilburg,Forward,Paul Gladon,"Mar 18, 1992 (27)",Netherlands,30.06.2021,£540k,Eredivise
317,Sparta Rotterdam,Goalkeeper,Ariel Harush,"Feb 8, 1988 (31)",Israel,30.06.2020,£675k,Eredivise
318,Sparta Rotterdam,Goalkeeper,Tim Coremans,"Apr 10, 1991 (28)",Netherlands,30.06.2021,£225k,Eredivise
319,Sparta Rotterdam,Goalkeeper,Michael Fabrie,"Nov 11, 1997 (21)",Netherlands,30.06.2020,£135k,Eredivise
320,Sparta Rotterdam,Defender,Jurgen Mattheij,"Apr 1, 1993 (26)",Netherlands,30.06.2020,£720k,Eredivise
321,Sparta Rotterdam,Defender,Bart Vriends,"May 9, 1991 (28)",Netherlands,30.06.2020,£360k,Eredivise
322,Sparta Rotterdam,Defender,Suently Alberto,"Jun 9, 1996 (23)",Curacao,30.06.2020,£90k,Eredivise
323,Sparta Rotterdam,Defender,Lassana Faye,"Jun 15, 1998 (21)",Netherlands,30.06.2020,£270k,Eredivise
324,Sparta Rotterdam,Defender,Khalid Karami,"Dec 29, 1989 (29)",Netherlands,30.06.2020,£450k,Eredivise
325,Sparta Rotterdam,Defender,Dirk Abels,"Jun 13, 1997 (22)",Netherlands,30.06.2021,£315k,Eredivise
326,Sparta Rotterdam,Defender,Abdallah Aberkane,"May 5, 2000 (19)",Netherlands,-,£45k,Eredivise
327,Sparta Rotterdam,Midfielder,Dante Rigo,"Dec 11, 1998 (20)",Belgium,30.06.2020,£1.35m,Eredivise
328,Sparta Rotterdam,Midfielder,Deroy Duarte,"Jul 4, 1999 (20)",Netherlands,30.06.2021,£1.35m,Eredivise
329,Sparta Rotterdam,Midfielder,Laros Duarte,"Feb 28, 1997 (22)",Netherlands,30.06.2022,£900k,Eredivise
330,Sparta Rotterdam,Midfielder,Abdou Harroui,"Jan 13, 1998 (21)",Netherlands,30.06.2022,£630k,Eredivise
331,Sparta Rotterdam,Midfielder,Adil Auassar,"Oct 6, 1986 (32)",Netherlands,30.06.2020,£360k,Eredivise
332,Sparta Rotterdam,Midfielder,Bryan Smeets,"Nov 22, 1992 (26)",Netherlands,30.06.2021,£450k,Eredivise
333,Sparta Rotterdam,Forward,Mohamed Rayhi,"Jul 1, 1994 (25)",Netherlands,30.06.2020,£675k,Eredivise
334,Sparta Rotterdam,Forward,Halil Dervisoglu,"Dec 8, 1999 (19)",Turkey,30.06.2021,£1.80m,Eredivise
335,Sparta Rotterdam,Forward,Joël Piroe,"Aug 2, 1999 (20)",Netherlands,30.06.2020,£900k,Eredivise
336,Sparta Rotterdam,Forward,Lars Veldwijk,"Aug 21, 1991 (28)",South Africa,30.06.2020,£810k,Eredivise
337,Sparta Rotterdam,Forward,Ragnar Ache,"Jul 28, 1998 (21)",Germany,30.06.2021,£405k,Eredivise
338,VVV-Venlo,Goalkeeper,Thorsten Kirschbaum,"Apr 20, 1987 (32)",Germany,30.06.2021,£180k,Eredivise
339,VVV-Venlo,Goalkeeper,Delano van Crooij,"Jun 5, 1991 (28)",Netherlands,30.06.2022,£180k,Eredivise
340,VVV-Venlo,Goalkeeper,Bram Verbong,"Dec 23, 1999 (19)",Netherlands,30.06.2021,£90k,Eredivise
341,VVV-Venlo,Goalkeeper,Jens Craenmehr,"Apr 30, 2002 (17)",Netherlands,30.06.2020,-,Eredivise
342,VVV-Venlo,Defender,Nils Röseler,"Feb 10, 1992 (27)",Germany,30.06.2020,£720k,Eredivise
343,VVV-Venlo,Defender,Damian van Bruggen,"Mar 18, 1996 (23)",Netherlands,30.06.2020,£450k,Eredivise
344,VVV-Venlo,Defender,Steffen Schäfer,"May 1, 1994 (25)",Germany,30.06.2021,£405k,Eredivise
345,VVV-Venlo,Defender,Christian Kum,"Sep 13, 1985 (34)",Netherlands,30.06.2020,£360k,Eredivise
346,VVV-Venlo,Defender,Stan van Dijck,"Oct 7, 2000 (18)",Netherlands,30.06.2020,£68k,Eredivise
347,VVV-Venlo,Defender,Samuel Scheimann,"Nov 3, 1987 (31)",Israel,30.06.2020,£360k,Eredivise
348,VVV-Venlo,Defender,Roel Janssen,"Jun 16, 1990 (29)",Netherlands,30.06.2020,£270k,Eredivise
349,VVV-Venlo,Defender,Tobias Pachonik,"Jan 4, 1995 (24)",Germany,30.06.2022,£450k,Eredivise
350,VVV-Venlo,Defender,Tristan Dekker,"Mar 27, 1998 (21)",Netherlands,30.06.2021,£360k,Eredivise
351,VVV-Venlo,Midfielder,Aaron Bastiaans,"Apr 4, 2002 (17)",Netherlands,30.06.2021,£68k,Eredivise
352,VVV-Venlo,Midfielder,Lee Cattermole,"Mar 21, 1988 (31)",England,30.06.2020,£2.70m,Eredivise
353,VVV-Venlo,Midfielder,Joep Munsters,"Mar 29, 2002 (17)",Netherlands,30.06.2020,£68k,Eredivise
354,VVV-Venlo,Midfielder,Danny Post,"Apr 7, 1989 (30)",Netherlands,30.06.2022,£765k,Eredivise
355,VVV-Venlo,Midfielder,Richard Neudecker,"Oct 29, 1996 (22)",Germany,30.06.2022,£720k,Eredivise
356,VVV-Venlo,Midfielder,Peter van Ooijen,"Feb 16, 1992 (27)",Netherlands,30.06.2020,£540k,Eredivise
357,VVV-Venlo,Midfielder,Evert Linthorst,"Mar 3, 2000 (19)",Netherlands,30.06.2020,£270k,Eredivise
358,VVV-Venlo,Midfielder,Simon Janssen,"Sep 25, 2000 (18)",Netherlands,30.06.2021,£90k,Eredivise
359,VVV-Venlo,Midfielder,Johnatan Opoku,"Apr 18, 1990 (29)",Netherlands,30.06.2020,£450k,Eredivise
360,VVV-Venlo,Midfielder,Paul Wienhoven,"Feb 18, 2000 (19)",Netherlands,30.06.2020,£68k,Eredivise
361,VVV-Venlo,Forward,John Yeboah,"Jun 23, 2000 (19)",Germany,30.06.2020,£720k,Eredivise
362,VVV-Venlo,Forward,Yahcuroo Roemer,"Jul 22, 2001 (18)",Netherlands,30.06.2020,£68k,Eredivise
363,VVV-Venlo,Forward,Jerome Sinclair,"Sep 20, 1996 (22)",England,30.06.2021,£1.35m,Eredivise
364,VVV-Venlo,Forward,Elia Soriano,"Jun 26, 1989 (30)",Italy,30.06.2020,£495k,Eredivise
365,VVV-Venlo,Forward,Haji Wright,"Mar 27, 1998 (21)",United States,30.06.2020,£450k,Eredivise
366,ADO Den Haag,Goalkeeper,Robert Zwinkels,"May 4, 1983 (36)",Netherlands,30.06.2020,£450k,Eredivise
367,ADO Den Haag,Goalkeeper,Luuk Koopmans,"Nov 18, 1993 (25)",Netherlands,30.06.2020,£315k,Eredivise
368,ADO Den Haag,Goalkeeper,Mike Havekotte,"Sep 12, 1995 (24)",Netherlands,30.06.2021,£68k,Eredivise
369,ADO Den Haag,Defender,Wilfried Kanon,"Jul 6, 1993 (26)",Cote d'Ivoire,30.06.2022,£1.80m,Eredivise
370,ADO Den Haag,Defender,Tom Beugelsdijk,"Aug 7, 1990 (29)",Netherlands,30.06.2021,£630k,Eredivise
371,ADO Den Haag,Defender,Shaquille Pinas,"Mar 19, 1998 (21)",Netherlands,30.06.2021,£450k,Eredivise
372,ADO Den Haag,Defender,Dehninio Muringen,"Feb 1, 1999 (20)",Netherlands,-,£45k,Eredivise
373,ADO Den Haag,Defender,Aaron Meijers,"Oct 28, 1987 (31)",Netherlands,30.06.2022,£765k,Eredivise
374,ADO Den Haag,Defender,Aleksandar Bjelica,"Jan 7, 1994 (25)",Serbia,30.06.2020,£315k,Eredivise
375,ADO Den Haag,Defender,Milan van Ewijk,"Sep 8, 2000 (19)",Netherlands,30.06.2022,£68k,Eredivise
376,ADO Den Haag,Defender,Robin Polley,"Dec 28, 1998 (20)",Netherlands,30.06.2021,£45k,Eredivise
377,ADO Den Haag,Midfielder,Dion Malone,"Feb 13, 1989 (30)",Netherlands,30.06.2020,£630k,Eredivise
378,ADO Den Haag,Midfielder,Danny Bakker,"Jan 16, 1995 (24)",Netherlands,30.06.2021,£900k,Eredivise
379,ADO Den Haag,Midfielder,Donny Gorter,"Jun 15, 1988 (31)",Netherlands,30.06.2020,£180k,Eredivise
380,ADO Den Haag,Midfielder,Maarten Rieder,"Sep 29, 1999 (19)",Germany,30.06.2021,£68k,Eredivise
381,ADO Den Haag,Midfielder,Lorenzo van Kleef,"Jan 26, 2001 (18)",Netherlands,-,-,Eredivise
382,ADO Den Haag,Midfielder,Mats van Kins,"Dec 17, 1998 (20)",Netherlands,30.06.2020,£90k,Eredivise
383,ADO Den Haag,Midfielder,Lex Immers,"Jun 8, 1986 (33)",Netherlands,30.06.2022,£765k,Eredivise
384,ADO Den Haag,Midfielder,Thom Haye,"Feb 9, 1995 (24)",Netherlands,30.06.2021,£540k,Eredivise
385,ADO Den Haag,Midfielder,Erik Falkenburg,"May 5, 1988 (31)",Netherlands,30.06.2021,£540k,Eredivise
386,ADO Den Haag,Midfielder,John Goossens,"Jul 25, 1988 (31)",Netherlands,30.06.2021,£270k,Eredivise
387,ADO Den Haag,Forward,Elson Hooi,"Oct 1, 1991 (27)",Curacao,30.06.2020,£540k,Eredivise
388,ADO Den Haag,Forward,Crysencio Summerville,"Oct 30, 2001 (17)",Netherlands,30.06.2020,£315k,Eredivise
389,ADO Den Haag,Forward,Bilal Ould-Chikh,"Jul 28, 1997 (22)",Netherlands,30.06.2021,£90k,Eredivise
390,ADO Den Haag,Forward,Yahya Boussakou,"Mar 4, 2000 (19)",Netherlands,30.06.2022,£45k,Eredivise
391,ADO Den Haag,Forward,Tomas Necid,"Aug 13, 1989 (30)",Czech Republic,30.06.2020,£900k,Eredivise
392,ADO Den Haag,Forward,Pawel Cibicki,"Jan 9, 1994 (25)",Sweden,30.06.2020,£810k,Eredivise
393,ADO Den Haag,Forward,Michiel Kramer,"Dec 3, 1988 (30)",Netherlands,30.06.2021,£720k,Eredivise
394,Fortuna Sittard,Goalkeeper,Alexei Coselev,"Nov 19, 1993 (25)",Moldova,30.06.2021,£1.35m,Eredivise
395,Fortuna Sittard,Goalkeeper,Azbe Jug,"Mar 3, 1992 (27)",Slovenia,30.06.2020,£270k,Eredivise
396,Fortuna Sittard,Goalkeeper,Rowen Koot,"Jul 20, 1999 (20)",Netherlands,30.06.2020,£68k,Eredivise
397,Fortuna Sittard,Defender,Martin Angha,"Jan 22, 1994 (25)",Switzerland,30.06.2021,£630k,Eredivise
398,Fortuna Sittard,Defender,Wessel Dammers,"Mar 1, 1995 (24)",Netherlands,30.06.2020,£450k,Eredivise
399,Fortuna Sittard,Defender,Branislav Ninaj,"May 17, 1994 (25)",Slovakia,30.06.2021,£450k,Eredivise
400,Fortuna Sittard,Defender,Grégoire Amiot,"May 10, 1995 (24)",France,30.06.2021,£270k,Eredivise
401,Fortuna Sittard,Defender,Cian Harries,"Apr 1, 1997 (22)",Wales,30.06.2020,£225k,Eredivise
402,Fortuna Sittard,Defender,Patrik Raitanen,"Jun 13, 2001 (18)",Finland,30.06.2023,£23k,Eredivise
403,Fortuna Sittard,Defender,Mica Pinto,"Jun 4, 1993 (26)",Portugal,30.06.2020,£585k,Eredivise
404,Fortuna Sittard,Defender,George Cox,"Jan 14, 1998 (21)",England,30.06.2020,-,Eredivise
405,Fortuna Sittard,Defender,Felix Passlack,"May 29, 1998 (21)",Germany,30.06.2020,£1.35m,Eredivise
406,Fortuna Sittard,Defender,Clint Essers,"Jan 21, 1997 (22)",Netherlands,30.06.2020,£315k,Eredivise
407,Fortuna Sittard,Midfielder,Jorrit Smeets,"Mar 25, 1995 (24)",Netherlands,30.06.2021,£585k,Eredivise
408,Fortuna Sittard,Midfielder,Tesfaldet Tekie,"Jun 4, 1997 (22)",Sweden,30.06.2021,£720k,Eredivise
409,Fortuna Sittard,Midfielder,Àlex Carbonell,"Sep 15, 1997 (22)",Spain,30.06.2020,£360k,Eredivise
410,Fortuna Sittard,Midfielder,Leandro Fernandes,"Dec 25, 1999 (19)",Netherlands,30.06.2020,£158k,Eredivise
411,Fortuna Sittard,Midfielder,Bo Breukers,"May 20, 1999 (20)",Netherlands,30.06.2021,£90k,Eredivise
412,Fortuna Sittard,Midfielder,Adnan Ugur,"Jun 28, 2001 (18)",Belgium,30.06.2022,£68k,Eredivise
413,Fortuna Sittard,Midfielder,Dimitrios Ioannidis,"Feb 13, 2000 (19)",Germany,30.06.2021,£68k,Eredivise
414,Fortuna Sittard,Midfielder,Mark Diemers,"Oct 11, 1993 (25)",Netherlands,30.06.2021,£1.58m,Eredivise
415,Fortuna Sittard,Midfielder,Amadou Ciss,"Sep 7, 1999 (20)",Senegal,30.06.2022,£180k,Eredivise
416,Fortuna Sittard,Midfielder,Nassim el Ablak,"Jan 7, 2000 (19)",Netherlands,30.06.2021,£68k,Eredivise
417,Fortuna Sittard,Forward,Jacky Donkor,"Nov 12, 1998 (20)",Belgium,30.06.2021,£68k,Eredivise
418,Fortuna Sittard,Forward,Djibril Dianessy,"Mar 29, 1996 (23)",France,30.06.2020,£270k,Eredivise
419,Fortuna Sittard,Forward,Áron Dobos,"Jun 8, 2000 (19)",Hungary,30.06.2022,£135k,Eredivise
420,Fortuna Sittard,Forward,Agim Zeka,"Sep 6, 1998 (21)",Albania,30.06.2020,£135k,Eredivise
421,Fortuna Sittard,Forward,Vitalie Damascan,"Jan 24, 1999 (20)",Moldova,30.06.2020,£900k,Eredivise
422,Fortuna Sittard,Forward,Rasmus Karjalainen,"Apr 4, 1996 (23)",Finland,30.06.2023,£315k,Eredivise
423,Fortuna Sittard,Forward,Bassala Sambou,"Oct 15, 1997 (21)",Germany,30.06.2022,£68k,Eredivise
424,FC Emmen,Goalkeeper,Matthias Hamrol,"Dec 31, 1993 (25)",Germany,30.06.2021,£360k,Eredivise
425,FC Emmen,Goalkeeper,Dennis Telgenkamp,"May 9, 1987 (32)",Netherlands,30.06.2020,£180k,Eredivise
426,FC Emmen,Goalkeeper,Stefan van der Lei,"Mar 5, 1993 (26)",Netherlands,30.06.2020,£135k,Eredivise
427,FC Emmen,Goalkeeper,Robin Jalving,"Apr 11, 2000 (19)",Netherlands,-,£45k,Eredivise
428,FC Emmen,Defender,Keziah Veendorp,"Feb 17, 1997 (22)",Netherlands,30.06.2020,£540k,Eredivise
429,FC Emmen,Defender,Michaël Heylen,"Jan 3, 1994 (25)",Belgium,30.06.2020,£405k,Eredivise
430,FC Emmen,Defender,Nick Bakker,"Jul 21, 1992 (27)",Netherlands,30.06.2021,£360k,Eredivise
431,FC Emmen,Defender,Leon Sopic,"Oct 28, 2000 (18)",Croatia,30.06.2021,£68k,Eredivise
432,FC Emmen,Defender,Ferhat Görgülü,"Oct 28, 1991 (27)",Netherlands,30.06.2021,£45k,Eredivise
433,FC Emmen,Defender,Jan-Niklas Beste,"Jan 4, 1999 (20)",Germany,30.06.2020,£450k,Eredivise
434,FC Emmen,Defender,Lorenzo Burnet,"Jan 11, 1991 (28)",Netherlands,30.06.2020,£315k,Eredivise
