,Club,Position,Player_Name,DOB,Nation,Contract_Expiry,Value,League
210,Hertha BSC,Midfielder,Marko Grujic,"Apr 13, 1996 (23)",Serbia,30.06.2020,£18.00m,Bundesliga
211,Hertha BSC,Midfielder,Eduard Löwen,"Jan 28, 1997 (22)",Germany,-,£6.30m,Bundesliga
212,Hertha BSC,Midfielder,Vladimir Darida,"Aug 8, 1990 (29)",Czech Republic,30.06.2021,£3.60m,Bundesliga
213,Hertha BSC,Midfielder,Per Ciljan Skjelbred,"Jun 16, 1987 (32)",Norway,30.06.2020,£1.58m,Bundesliga
214,Hertha BSC,Midfielder,Sidney Friede,"Apr 12, 1998 (21)",Germany,-,£630k,Bundesliga
215,Hertha BSC,Midfielder,Julian Albrecht,"Aug 31, 2001 (18)",Germany,-,£270k,Bundesliga
216,Hertha BSC,Midfielder,Ondrej Duda,"Dec 5, 1994 (24)",Slovakia,-,£15.30m,Bundesliga
217,Hertha BSC,Forward,Javairô Dilrosun,"Jun 22, 1998 (21)",Netherlands,30.06.2022,£10.80m,Bundesliga
218,Hertha BSC,Forward,Salomon Kalou,"Aug 5, 1985 (34)",Cote d'Ivoire,30.06.2020,£2.70m,Bundesliga
219,Hertha BSC,Forward,Dennis Jastrzembski,"Feb 20, 2000 (19)",Germany,30.06.2021,£720k,Bundesliga
220,Hertha BSC,Forward,Dodi Lukebakio,"Sep 24, 1997 (21)",Belgium,30.06.2024,£16.20m,Bundesliga
221,Hertha BSC,Forward,Marius Wolf,"May 27, 1995 (24)",Germany,30.06.2020,£7.20m,Bundesliga
222,Hertha BSC,Forward,Mathew Leckie,"Feb 4, 1991 (28)",Australia,30.6.2021,£3.15m,Bundesliga
223,Hertha BSC,Forward,Alexander Esswein,"Mar 25, 1990 (29)",Germany,30.06.2020,£900k,Bundesliga
224,Hertha BSC,Forward,Palko Dárdai,"Apr 24, 1999 (20)",Germany,30.06.2021,£900k,Bundesliga
225,Hertha BSC,Forward,Maurice Covic,"Apr 17, 1998 (21)",Germany,30.06.2020,£180k,Bundesliga
226,Hertha BSC,Forward,Davie Selke,"Jan 20, 1995 (24)",Germany,30.06.2022,£16.20m,Bundesliga
227,Hertha BSC,Forward,Daishawn Redan,"Feb 2, 2001 (18)",Netherlands,30.06.2024,£3.60m,Bundesliga
228,Hertha BSC,Forward,Vedad Ibisevic,"Aug 6, 1984 (35)",Bosnia-Herzegovina,30.06.2020,£1.80m,Bundesliga
229,Hertha BSC,Forward,Pascal Köpke,"Sep 3, 1995 (24)",Germany,30.06.2022,£1.35m,Bundesliga
230,Hertha BSC,Forward,Muhammed Kiprit,"Jul 9, 1999 (20)",Turkey,30.06.2021,£270k,Bundesliga
231,FC Schalke 04,Goalkeeper,Alexander Nübel,"Sep 30, 1996 (22)",Germany,30.06.2020,£10.80m,Bundesliga
232,FC Schalke 04,Goalkeeper,Markus Schubert,"Jun 12, 1998 (21)",Germany,30.06.2023,£900k,Bundesliga
233,FC Schalke 04,Goalkeeper,Michael Langer,"Jan 6, 1985 (34)",Austria,30.06.2021,£90k,Bundesliga
234,FC Schalke 04,Defender,Matija Nastasic,"Mar 28, 1993 (26)",Serbia,30.06.2022,£16.20m,Bundesliga
235,FC Schalke 04,Defender,Ozan Kabak,"Mar 25, 2000 (19)",Turkey,30.06.2024,£13.50m,Bundesliga
236,FC Schalke 04,Defender,Salif Sané,"Aug 25, 1990 (29)",Senegal,30.06.2022,£10.80m,Bundesliga
237,FC Schalke 04,Defender,Benjamin Stambouli,"Aug 13, 1990 (29)",France,30.06.2020,£9.00m,Bundesliga
238,FC Schalke 04,Defender,Juan Miranda,"Jan 19, 2000 (19)",Spain,30.06.2021,£4.50m,Bundesliga
239,FC Schalke 04,Defender,Bastian Oczipka,"Jan 12, 1989 (30)",Germany,30.06.2020,£3.60m,Bundesliga
240,FC Schalke 04,Defender,Jonas Carls,"Mar 25, 1997 (22)",Germany,30.06.2022,£180k,Bundesliga
241,FC Schalke 04,Defender,Jonjoe Kenny,"Mar 15, 1997 (22)",England,30.06.2020,£4.50m,Bundesliga
242,FC Schalke 04,Midfielder,Omar Mascarell,"Feb 2, 1993 (26)",Spain,30.06.2022,£7.20m,Bundesliga
243,FC Schalke 04,Midfielder,Weston McKennie,"Aug 28, 1998 (21)",United States,30.06.2024,£18.00m,Bundesliga
244,FC Schalke 04,Midfielder,Suat Serdar,"Apr 11, 1997 (22)",Germany,30.06.2022,£11.70m,Bundesliga
245,FC Schalke 04,Midfielder,Nabil Bentaleb,"Nov 24, 1994 (24)",Algeria,30.06.2021,£11.70m,Bundesliga
246,FC Schalke 04,Midfielder,Nassim Boujellab,"Jun 20, 1999 (20)",Morocco,30.06.2022,£1.35m,Bundesliga
247,FC Schalke 04,Midfielder,Levent Mercan,"Dec 10, 2000 (18)",Germany,30.06.2023,£68k,Bundesliga
248,FC Schalke 04,Midfielder,Daniel Caligiuri,"Jan 15, 1988 (31)",Italy,30.06.2020,£5.85m,Bundesliga
249,FC Schalke 04,Midfielder,Alessandro Schöpf,"Feb 7, 1994 (25)",Austria,30.06.2021,£4.50m,Bundesliga
250,FC Schalke 04,Midfielder,Amine Harit,"Jun 18, 1997 (22)",Morocco,30.06.2021,£9.00m,Bundesliga
251,FC Schalke 04,Forward,Benito Raman,"Nov 7, 1994 (24)",Belgium,30.06.2024,£10.80m,Bundesliga
252,FC Schalke 04,Forward,Rabbi Matondo,"Sep 9, 2000 (19)",Wales,30.06.2023,£8.10m,Bundesliga
253,FC Schalke 04,Forward,Steven Skrzybski,"Nov 18, 1992 (26)",Germany,30.06.2021,£3.15m,Bundesliga
254,FC Schalke 04,Forward,Mark Uth,"Aug 24, 1991 (28)",Germany,30.06.2022,£10.80m,Bundesliga
255,FC Schalke 04,Forward,Guido Burgstaller,"Apr 29, 1989 (30)",Austria,30.06.2022,£4.95m,Bundesliga
256,FC Schalke 04,Forward,Ahmed Kutucu,"Mar 1, 2000 (19)",Turkey,30.06.2022,£4.05m,Bundesliga
257,FC Schalke 04,Forward,Fabian Reese,"Nov 29, 1997 (21)",Germany,30.06.2020,£540k,Bundesliga
258,Eintracht Frankfurt,Goalkeeper,Kevin Trapp,"Jul 8, 1990 (29)",Germany,30.06.2024,£9.00m,Bundesliga
259,Eintracht Frankfurt,Goalkeeper,Frederik Rönnow,"Aug 4, 1992 (27)",Denmark,30.06.2022,£1.35m,Bundesliga
260,Eintracht Frankfurt,Goalkeeper,Felix Wiedwald,"Mar 15, 1990 (29)",Germany,30.06.2021,£540k,Bundesliga
261,Eintracht Frankfurt,Goalkeeper,Jan Zimmermann,"Apr 19, 1985 (34)",Germany,30.06.2021,£225k,Bundesliga
262,Eintracht Frankfurt,Defender,Evan N'Dicka,"Aug 20, 1999 (20)",France,30.06.2023,£22.50m,Bundesliga
263,Eintracht Frankfurt,Defender,Martin Hinteregger,"Sep 7, 1992 (27)",Austria,30.06.2024,£14.40m,Bundesliga
264,Eintracht Frankfurt,Defender,Almamy Touré,"Apr 28, 1996 (23)",France,30.06.2023,£5.85m,Bundesliga
265,Eintracht Frankfurt,Defender,Simon Falette,"Feb 19, 1992 (27)",Guinea,30.06.2021,£3.60m,Bundesliga
266,Eintracht Frankfurt,Defender,David Abraham,"Jul 15, 1986 (33)",Argentina,30.06.2021,£2.25m,Bundesliga
267,Eintracht Frankfurt,Defender,Marco Russ,"Aug 4, 1985 (34)",Germany,30.06.2020,£675k,Bundesliga
268,Eintracht Frankfurt,Defender,Erik Durm,"May 12, 1992 (27)",Germany,30.06.2023,£1.80m,Bundesliga
269,Eintracht Frankfurt,Defender,Danny da Costa,"Jul 13, 1993 (26)",Germany,30.06.2022,£13.50m,Bundesliga
270,Eintracht Frankfurt,Defender,Timothy Chandler,"Mar 29, 1990 (29)",United States,30.06.2022,£3.60m,Bundesliga
271,Eintracht Frankfurt,Midfielder,Lucas Torró,"Jul 19, 1994 (25)",Spain,30.06.2023,£5.40m,Bundesliga
272,Eintracht Frankfurt,Midfielder,Gelson Fernandes,"Sep 2, 1986 (33)",Switzerland,30.06.2020,£1.35m,Bundesliga
273,Eintracht Frankfurt,Midfielder,Makoto Hasebe,"Jan 18, 1984 (35)",Japan,30.06.2020,£900k,Bundesliga
274,Eintracht Frankfurt,Midfielder,Nils Stendera,"Sep 30, 2000 (18)",Germany,30.06.2022,£180k,Bundesliga
275,Eintracht Frankfurt,Midfielder,Sahverdi Cetin,"Sep 28, 2000 (18)",Germany,30.06.2020,£180k,Bundesliga
276,Eintracht Frankfurt,Midfielder,Djibril Sow,"Feb 6, 1997 (22)",Switzerland,30.06.2024,£8.10m,Bundesliga
277,Eintracht Frankfurt,Midfielder,Dominik Kohr,"Jan 31, 1994 (25)",Germany,30.06.2024,£3.60m,Bundesliga
278,Eintracht Frankfurt,Midfielder,Sebastian Rode,"Oct 11, 1990 (28)",Germany,30.06.2024,£2.70m,Bundesliga
279,Eintracht Frankfurt,Midfielder,Jonathan de Guzmán,"Sep 13, 1987 (32)",Netherlands,30.06.2020,£2.25m,Bundesliga
280,Eintracht Frankfurt,Midfielder,Marijan Cavar,"Feb 2, 1998 (21)",Bosnia-Herzegovina,30.06.2021,£360k,Bundesliga
281,Eintracht Frankfurt,Midfielder,Filip Kostic,"Nov 1, 1992 (26)",Serbia,30.06.2023,£19.80m,Bundesliga
282,Eintracht Frankfurt,Midfielder,Mijat Gacinovic,"Feb 8, 1995 (24)",Serbia,30.06.2022,£9.90m,Bundesliga
283,Eintracht Frankfurt,Midfielder,Daichi Kamada,"Aug 5, 1996 (23)",Japan,30.06.2021,£4.05m,Bundesliga
284,Eintracht Frankfurt,Midfielder,Patrick Finger,"Jan 1, 2001 (18)",Germany,30.06.2020,£135k,Bundesliga
285,Eintracht Frankfurt,Forward,Nicolai Müller,"Sep 25, 1987 (31)",Germany,30.06.2020,£1.35m,Bundesliga
286,Eintracht Frankfurt,Forward,André Silva,"Nov 6, 1995 (23)",Portugal,30.06.2021,£19.80m,Bundesliga
287,Eintracht Frankfurt,Forward,Bas Dost,"May 31, 1989 (30)",Netherlands,30.06.2022,£15.30m,Bundesliga
288,Eintracht Frankfurt,Forward,Gonçalo Paciência,"Aug 1, 1994 (25)",Portugal,30.06.2022,£5.40m,Bundesliga
289,Eintracht Frankfurt,Forward,Dejan Joveljic,"Aug 7, 1999 (20)",Serbia,30.06.2024,£3.60m,Bundesliga
290,SV Werder Bremen,Goalkeeper,Jiri Pavlenka,"Apr 14, 1992 (27)",Czech Republic,30.06.2021,£10.80m,Bundesliga
291,SV Werder Bremen,Goalkeeper,Stefanos Kapino,"Mar 18, 1994 (25)",Greece,-,£900k,Bundesliga
292,SV Werder Bremen,Goalkeeper,Luca Plogmann,"Mar 10, 2000 (19)",Germany,30.06.2021,£450k,Bundesliga
293,SV Werder Bremen,Defender,Milos Veljkovic,"Sep 26, 1995 (23)",Serbia,30.06.2022,£7.20m,Bundesliga
294,SV Werder Bremen,Defender,Ömer Toprak,"Jul 21, 1989 (30)",Turkey,30.06.2020,£4.50m,Bundesliga
295,SV Werder Bremen,Defender,Marco Friedl,"Mar 16, 1998 (21)",Austria,30.06.2022,£2.25m,Bundesliga
296,SV Werder Bremen,Defender,Sebastian Langkamp,"Jan 15, 1988 (31)",Germany,30.06.2020,£1.80m,Bundesliga
297,SV Werder Bremen,Defender,Niklas Moisander,"Sep 29, 1985 (33)",Finland,30.06.2020,£1.80m,Bundesliga
298,SV Werder Bremen,Defender,Christian Groß,"Feb 8, 1989 (30)",Germany,30.06.2020,£180k,Bundesliga
299,SV Werder Bremen,Defender,Ludwig Augustinsson,"Apr 21, 1994 (25)",Sweden,30.06.2022,£10.80m,Bundesliga
300,SV Werder Bremen,Defender,Michael Lang,"Feb 8, 1991 (28)",Switzerland,30.06.2020,£4.05m,Bundesliga
301,SV Werder Bremen,Defender,Theodor Gebre Selassie,"Dec 24, 1986 (32)",Czech Republic,30.06.2020,£2.25m,Bundesliga
302,SV Werder Bremen,Midfielder,Nuri Sahin,"Sep 5, 1988 (31)",Turkey,30.06.2020,£2.25m,Bundesliga
303,SV Werder Bremen,Midfielder,Philipp Bargfrede,"Mar 3, 1989 (30)",Germany,30.06.2022,£2.25m,Bundesliga
304,SV Werder Bremen,Midfielder,Ilia Gruev,"May 6, 2000 (19)",Bulgaria,30.06.2020,£180k,Bundesliga
305,SV Werder Bremen,Midfielder,Maximilian Eggestein,"Dec 8, 1996 (22)",Germany,30.06.2023,£27.00m,Bundesliga
306,SV Werder Bremen,Midfielder,Davy Klaassen,"Feb 21, 1993 (26)",Netherlands,30.06.2022,£19.80m,Bundesliga
307,SV Werder Bremen,Midfielder,Kevin Möhwald,"Jul 3, 1993 (26)",Germany,30.06.2021,£3.60m,Bundesliga
308,SV Werder Bremen,Midfielder,Simon Straudi,"Jan 27, 1999 (20)",Italy,30.06.2022,£68k,Bundesliga
309,SV Werder Bremen,Midfielder,Leonardo Bittencourt,"Dec 19, 1993 (25)",Germany,30.06.2020,£6.30m,Bundesliga
310,SV Werder Bremen,Midfielder,David Philipp,"Apr 10, 2000 (19)",Germany,30.06.2022,£90k,Bundesliga
311,SV Werder Bremen,Forward,Milot Rashica,"Jun 28, 1996 (23)",Kosovo,30.06.2022,£18.00m,Bundesliga
312,SV Werder Bremen,Forward,Johannes Eggestein,"May 8, 1998 (21)",Germany,30.06.2022,£9.00m,Bundesliga
313,SV Werder Bremen,Forward,Benjamin Goller,"Jan 1, 1999 (20)",Germany,-,£360k,Bundesliga
314,SV Werder Bremen,Forward,Yuya Osako,"May 18, 1990 (29)",Japan,30.06.2022,£4.50m,Bundesliga
315,SV Werder Bremen,Forward,Fin Bartels,"Feb 7, 1987 (32)",Germany,30.06.2020,£1.35m,Bundesliga
316,SV Werder Bremen,Forward,Niclas Füllkrug,"Feb 9, 1993 (26)",Germany,30.06.2023,£7.20m,Bundesliga
317,SV Werder Bremen,Forward,Josh Sargent,"Feb 20, 2000 (19)",United States,30.06.2022,£3.60m,Bundesliga
318,SV Werder Bremen,Forward,Claudio Pizarro,"Oct 3, 1978 (40)",Peru,30.06.2020,£450k,Bundesliga
319,1.FSV Mainz 05,Goalkeeper,Florian Müller,"Nov 13, 1997 (21)",Germany,30.06.2022,£9.00m,Bundesliga
320,1.FSV Mainz 05,Goalkeeper,Robin Zentner,"Oct 28, 1994 (24)",Germany,30.06.2021,£900k,Bundesliga
321,1.FSV Mainz 05,Goalkeeper,Omer Hanin,"May 14, 1998 (21)",Israel,30.06.2023,£270k,Bundesliga
322,1.FSV Mainz 05,Goalkeeper,Finn Dahmen,"Mar 27, 1998 (21)",Germany,30.06.2023,£135k,Bundesliga
323,1.FSV Mainz 05,Defender,Moussa Niakhaté,"Mar 8, 1996 (23)",France,30.06.2023,£12.60m,Bundesliga
324,1.FSV Mainz 05,Defender,Jeremiah St. Juste,"Oct 19, 1996 (22)",Netherlands,30.06.2023,£6.75m,Bundesliga
325,1.FSV Mainz 05,Defender,Stefan Bell,"Aug 24, 1991 (28)",Germany,30.06.2020,£3.15m,Bundesliga
326,1.FSV Mainz 05,Defender,Alexander Hack,"Sep 8, 1993 (26)",Germany,30.06.2022,£2.25m,Bundesliga
327,1.FSV Mainz 05,Defender,Ahmet Gürleyen,"Apr 26, 1999 (20)",Germany,30.06.2022,£360k,Bundesliga
328,1.FSV Mainz 05,Defender,Aarón Martín,"Apr 22, 1997 (22)",Spain,30.06.2023,£18.00m,Bundesliga
329,1.FSV Mainz 05,Defender,Jonathan Meier,"Nov 11, 1999 (19)",Germany,30.06.2022,£90k,Bundesliga
330,1.FSV Mainz 05,Defender,Ronaël Pierre-Gabriel,"Jun 13, 1998 (21)",France,30.06.2024,£3.60m,Bundesliga
331,1.FSV Mainz 05,Defender,Daniel Brosinski,"Jul 17, 1988 (31)",Germany,30.06.2020,£2.25m,Bundesliga
332,1.FSV Mainz 05,Defender,Phillipp Mwene,"Jan 29, 1994 (25)",Austria,30.06.2021,£1.35m,Bundesliga
333,1.FSV Mainz 05,Midfielder,Pierre Kunde Malong,"Jul 26, 1995 (24)",Cameroon,30.06.2022,£9.00m,Bundesliga
334,1.FSV Mainz 05,Midfielder,Edimilson Fernandes,"Apr 15, 1996 (23)",Switzerland,30.06.2023,£7.20m,Bundesliga
335,1.FSV Mainz 05,Midfielder,Danny Latza,"Dec 7, 1989 (29)",Germany,30.06.2021,£3.60m,Bundesliga
336,1.FSV Mainz 05,Midfielder,Ridle Baku,"Apr 8, 1998 (21)",Germany,30.06.2022,£3.15m,Bundesliga
337,1.FSV Mainz 05,Midfielder,Leandro Barreiro Martins,"Jan 3, 2000 (19)",Luxembourg,30.06.2022,£450k,Bundesliga
338,1.FSV Mainz 05,Midfielder,Levin Öztunali,"Mar 15, 1996 (23)",Germany,30.06.2021,£3.15m,Bundesliga
339,1.FSV Mainz 05,Midfielder,Jean-Paul Boëtius,"Mar 22, 1994 (25)",Netherlands,30.06.2022,£5.40m,Bundesliga
340,1.FSV Mainz 05,Midfielder,Alexandru Maxim,"Jul 8, 1990 (29)",Romania,30.06.2021,£1.80m,Bundesliga
341,1.FSV Mainz 05,Forward,Karim Onisiwo,"Mar 17, 1992 (27)",Austria,30.06.2022,£3.15m,Bundesliga
342,1.FSV Mainz 05,Forward,Robin Quaison,"Oct 9, 1993 (25)",Sweden,30.06.2021,£7.20m,Bundesliga
343,1.FSV Mainz 05,Forward,Jean-Philippe Mateta,"Jun 28, 1997 (22)",France,30.06.2023,£19.80m,Bundesliga
344,1.FSV Mainz 05,Forward,Taiwo Awoniyi,"Aug 12, 1997 (22)",Nigeria,30.06.2020,£4.05m,Bundesliga
345,1.FSV Mainz 05,Forward,Ádám Szalai,"Dec 9, 1987 (31)",Hungary,30.06.2021,£2.70m,Bundesliga
346,1.FSV Mainz 05,Forward,Dong-won Ji,"May 28, 1991 (28)","Korea, South",30.06.2022,£1.58m,Bundesliga
347,1.FSV Mainz 05,Forward,Jonathan Burkardt,"Jul 11, 2000 (19)",Germany,30.06.2022,£1.58m,Bundesliga
348,1.FSV Mainz 05,Forward,Cyrill Akono,"Feb 29, 2000 (19)",Germany,30.06.2023,£450k,Bundesliga
349,1.FSV Mainz 05,Forward,Aaron Seydel,"Feb 7, 1996 (23)",Germany,30.06.2021,£360k,Bundesliga
350,FC Augsburg,Goalkeeper,Tomas Koubek,"Aug 26, 1992 (27)",Czech Republic,30.06.2024,£5.40m,Bundesliga
351,FC Augsburg,Goalkeeper,Andreas Luthe,"Mar 10, 1987 (32)",Germany,30.06.2022,£630k,Bundesliga
352,FC Augsburg,Goalkeeper,Fabian Giefer,"May 17, 1990 (29)",Germany,30.06.2021,£270k,Bundesliga
353,FC Augsburg,Goalkeeper,Benjamin Leneis,"Mar 8, 1999 (20)",Germany,30.06.2023,£270k,Bundesliga
354,FC Augsburg,Defender,Jeffrey Gouweleeuw,"Jul 10, 1991 (28)",Netherlands,30.06.2024,£10.80m,Bundesliga
355,FC Augsburg,Defender,Tin Jedvaj,"Nov 28, 1995 (23)",Croatia,30.06.2020,£6.75m,Bundesliga
356,FC Augsburg,Defender,Reece Oxford,"Dec 16, 1998 (20)",England,30.06.2023,£3.60m,Bundesliga
357,FC Augsburg,Defender,Felix Uduokhai,"Sep 9, 1997 (22)",Germany,30.06.2020,£3.15m,Bundesliga
358,FC Augsburg,Defender,Marek Suchy,"Mar 29, 1988 (31)",Czech Republic,30.06.2021,£2.03m,Bundesliga
359,FC Augsburg,Defender,Jozo Stanic,"Apr 6, 1999 (20)",Croatia,30.06.2022,£180k,Bundesliga
360,FC Augsburg,Defender,Philipp Max,"Sep 30, 1993 (25)",Germany,30.06.2022,£15.30m,Bundesliga
361,FC Augsburg,Defender,Iago,"Mar 23, 1997 (22)",Brazil,30.06.2024,£1.80m,Bundesliga
362,FC Augsburg,Defender,Mads Pedersen,"Sep 1, 1996 (23)",Denmark,30.06.2024,£810k,Bundesliga
363,FC Augsburg,Defender,Stephan Lichtsteiner,"Jan 16, 1984 (35)",Switzerland,30.06.2020,£1.35m,Bundesliga
364,FC Augsburg,Defender,Raphael Framberger,"Sep 6, 1995 (24)",Germany,30.06.2024,£900k,Bundesliga
365,FC Augsburg,Defender,Simon Asta,"Jan 25, 2001 (18)",Germany,30.06.2020,£225k,Bundesliga
366,FC Augsburg,Midfielder,Rani Khedira,"Jan 27, 1994 (25)",Germany,30.06.2021,£9.00m,Bundesliga
367,FC Augsburg,Midfielder,Carlos Gruezo,"Apr 19, 1995 (24)",Ecuador,30.06.2024,£1.80m,Bundesliga
368,FC Augsburg,Midfielder,Felix Götze,"Feb 11, 1998 (21)",Germany,30.06.2022,£900k,Bundesliga
369,FC Augsburg,Midfielder,Daniel Baier,"May 18, 1984 (35)",Germany,30.06.2020,£720k,Bundesliga
370,FC Augsburg,Midfielder,Jan Morávek,"Nov 1, 1989 (29)",Czech Republic,30.06.2022,£675k,Bundesliga
371,FC Augsburg,Midfielder,Georg Teigl,"Feb 9, 1991 (28)",Austria,30.06.2022,£630k,Bundesliga
372,FC Augsburg,Midfielder,Fredrik Jensen,"Sep 9, 1997 (22)",Finland,30.06.2023,£2.25m,Bundesliga
373,FC Augsburg,Forward,Marco Richter,"Nov 24, 1997 (21)",Germany,30.06.2023,£6.30m,Bundesliga
374,FC Augsburg,Forward,Ruben Vargas,"Aug 5, 1998 (21)",Switzerland,30.06.2024,£3.60m,Bundesliga
375,FC Augsburg,Forward,Caiuby,"Jul 14, 1988 (31)",Brazil,30.06.2020,£1.35m,Bundesliga
376,FC Augsburg,Forward,André Hahn,"Aug 13, 1990 (29)",Germany,30.06.2022,£3.15m,Bundesliga
377,FC Augsburg,Forward,Noah Sarenren Bazee,"Aug 21, 1996 (23)",Nigeria,30.06.2024,£1.13m,Bundesliga
378,FC Augsburg,Forward,Michael Gregoritsch,"Apr 18, 1994 (25)",Austria,30.06.2022,£10.80m,Bundesliga
379,FC Augsburg,Forward,Alfred Finnbogason,"Feb 1, 1989 (30)",Iceland,30.06.2022,£13.50m,Bundesliga
380,FC Augsburg,Forward,Florian Niederlechner,"Oct 24, 1990 (28)",Germany,30.06.2022,£3.15m,Bundesliga
381,FC Augsburg,Forward,Sergio Córdova,"Aug 9, 1997 (22)",Venezuela,30.06.2022,£1.80m,Bundesliga
382,FC Augsburg,Forward,Julian Schieber,"Feb 13, 1989 (30)",Germany,30.06.2021,£675k,Bundesliga
383,FC Augsburg,Forward,Maurice Malone,"Aug 17, 2000 (19)",Germany,30.06.2020,£315k,Bundesliga
384,FC Augsburg,Forward,Seong-hoon Cheon,"Sep 21, 2000 (18)","Korea, South",30.06.2023,£225k,Bundesliga
385,SC Freiburg,Goalkeeper,Alexander Schwolow,"Jun 2, 1992 (27)",Germany,-,£8.10m,Bundesliga
386,SC Freiburg,Goalkeeper,Mark Flekken,"Jun 13, 1993 (26)",Netherlands,30.06.2022,£540k,Bundesliga
387,SC Freiburg,Goalkeeper,Niclas Thiede,"Apr 14, 1999 (20)",Germany,-,£45k,Bundesliga
388,SC Freiburg,Defender,Robin Koch,"Jul 17, 1996 (23)",Germany,30.06.2021,£9.00m,Bundesliga
389,SC Freiburg,Defender,Dominique Heintz,"Aug 15, 1993 (26)",Germany,30.06.2022,£6.75m,Bundesliga
390,SC Freiburg,Defender,Philipp Lienhart,"Jul 11, 1996 (23)",Austria,30.06.2022,£3.60m,Bundesliga
391,SC Freiburg,Defender,Manuel Gulde,"Feb 12, 1991 (28)",Germany,30.06.2022,£3.60m,Bundesliga
392,SC Freiburg,Defender,Nico Schlotterbeck,"Dec 1, 1999 (19)",Germany,30.06.2022,£270k,Bundesliga
393,SC Freiburg,Defender,Christian Günter,"Feb 28, 1993 (26)",Germany,30.06.2022,£8.10m,Bundesliga
394,SC Freiburg,Defender,Luca Itter,"Jan 5, 1999 (20)",Germany,-,£1.80m,Bundesliga
395,SC Freiburg,Defender,Jonathan Schmid,"Jun 22, 1990 (29)",France,-,£4.50m,Bundesliga
396,SC Freiburg,Defender,Lukas Kübler,"Aug 30, 1992 (27)",Germany,30.06.2020,£2.25m,Bundesliga
397,SC Freiburg,Midfielder,Nicolas Höfler,"Mar 9, 1990 (29)",Germany,30.06.2021,£3.60m,Bundesliga
398,SC Freiburg,Midfielder,Amir Abrashi,"Mar 27, 1990 (29)",Albania,30.06.2020,£2.25m,Bundesliga
399,SC Freiburg,Midfielder,Janik Haberer,"Apr 2, 1994 (25)",Germany,30.06.2020,£9.00m,Bundesliga
400,SC Freiburg,Midfielder,Jérôme Gondorf,"Jun 26, 1988 (31)",Germany,30.06.2021,£1.35m,Bundesliga
401,SC Freiburg,Midfielder,Mike Frantz,"Oct 14, 1986 (32)",Germany,30.06.2020,£900k,Bundesliga
402,SC Freiburg,Midfielder,Lino Tempelmann,"Feb 2, 1999 (20)",Germany,30.06.2020,£23k,Bundesliga
403,SC Freiburg,Forward,Vincenzo Grifo,"Apr 7, 1993 (26)",Italy,-,£8.10m,Bundesliga
404,SC Freiburg,Forward,Roland Sallai,"May 22, 1997 (22)",Hungary,30.06.2022,£4.05m,Bundesliga
405,SC Freiburg,Forward,Marco Terrazzino,"Apr 15, 1991 (28)",Germany,30.06.2020,£1.35m,Bundesliga
406,SC Freiburg,Forward,Florian Kath,"Oct 21, 1994 (24)",Germany,30.06.2020,£450k,Bundesliga
407,SC Freiburg,Forward,Chang-hun Kwon,"Jun 30, 1994 (25)","Korea, South",-,£4.95m,Bundesliga
408,SC Freiburg,Forward,Woo-yeong Jeong,"Sep 20, 1999 (19)","Korea, South",-,£1.80m,Bundesliga
409,SC Freiburg,Forward,Yoric Ravet,"Sep 12, 1989 (30)",France,30.06.2021,£1.13m,Bundesliga
410,SC Freiburg,Forward,Brandon Borrello,"Jul 25, 1995 (24)",Australia,30.06.2022,£720k,Bundesliga
411,SC Freiburg,Forward,Luca Waldschmidt,"May 19, 1996 (23)",Germany,30.06.2022,£10.80m,Bundesliga
412,SC Freiburg,Forward,Nils Petersen,"Dec 6, 1988 (30)",Germany,30.06.2021,£7.20m,Bundesliga
413,SC Freiburg,Forward,Lucas Höler,"Jul 10, 1994 (25)",Germany,30.06.2022,£2.70m,Bundesliga
414,1. FC Köln,Goalkeeper,Timo Horn,"May 12, 1993 (26)",Germany,30.06.2023,£5.40m,Bundesliga
415,1. FC Köln,Goalkeeper,Thomas Kessler,"Jan 20, 1986 (33)",Germany,30.06.2020,£225k,Bundesliga
416,1. FC Köln,Goalkeeper,Julian Krahl,"Jan 22, 2000 (19)",Germany,30.06.2022,£180k,Bundesliga
417,1. FC Köln,Goalkeeper,Brady Scott,"Jun 30, 1999 (20)",United States,30.06.2021,£90k,Bundesliga
418,1. FC Köln,Defender,Jorge Meré,"Apr 17, 1997 (22)",Spain,30.06.2023,£9.00m,Bundesliga
419,1. FC Köln,Defender,Sebastiaan Bornauw,"Mar 22, 1999 (20)",Belgium,30.06.2024,£3.60m,Bundesliga
420,1. FC Köln,Defender,Lasse Sobiech,"Jan 18, 1991 (28)",Germany,30.06.2022,£1.80m,Bundesliga
421,1. FC Köln,Defender,Rafael Czichos,"May 14, 1990 (29)",Germany,30.06.2022,£1.80m,Bundesliga
422,1. FC Köln,Defender,Jonas Hector,"May 27, 1990 (29)",Germany,30.06.2023,£9.00m,Bundesliga
423,1. FC Köln,Defender,Noah Katterbach,"Apr 13, 2001 (18)",Germany,30.06.2020,£90k,Bundesliga
424,1. FC Köln,Defender,Kingsley Ehizibue,"May 25, 1995 (24)",Netherlands,30.06.2023,£1.80m,Bundesliga
425,1. FC Köln,Defender,Benno Schmitz,"Nov 17, 1994 (24)",Germany,30.06.2022,£900k,Bundesliga
426,1. FC Köln,Defender,Matthias Bader,"Jun 17, 1997 (22)",Germany,30.06.2021,£450k,Bundesliga
